person_id,person_name,person_nat
,Giorgio Treves,IT
,Giorgio Verdelli,IT
,Giovanna Calvenzi,IT
,Giovanna Daddi,IT
,Giovanna Marini,IT
,Giovanna Ralli,IT
,Giovanni Aloi,IT
,Giovanni Basso,IT
,Giovanni Bedeschi,IT
,Giovanni Benincasa,IT
,Giovanni Bognetti,IT
,Giovanni Cacioppo,IT
,Giovanni Guardiano,IT
,Giovanni Lindo Ferretti,IT
,Giovanni Lombardo Radice,IT
,Giovanni Mauriello,IT
,Giovanni Mazzitelli,IT
,Giovanni Piscaglia,IT
,Giovanni Soldati,IT
,Giovanni Storti,IT
,Giovanni Visentin,IT
,Gisa Findorff,DE
,Gisela Müller-Madaus,DE
,Gisela Schneeberger,DE
,Gisèle Casadesus,FR
,Gisella Burinato,IT
,Giulia Giapponesi,IT
,Giulia Lazzarini,IT
,Giuliana De Sio,IT
,Giuliana Gamba,IT
,Giuliana Lojodice,IT
,Giuliano Di Bernardo,IT
,Giuliano Montaldo,IT
,Giulia Steigerwalt,IT
,Giulietta Revel,IT
,Giulio Base,IT
,Giulio Brogi,IT
,Giulio Manfredonia,IT
,Giulio Rapetti Mogol,IT
,Giuseppe Alessio Nuzzo,IT
,Giuseppe Barile,IT
,Giuseppe Bassi,IT
,Giuseppe Battiston,IT
,Giuseppe Bonito,IT
,Giuseppe Boy,IT
,Giuseppe Capotondi,IT
,Giuseppe Cederna,IT
,Giuseppe Giacobazzi,IT
,Giuseppe Giacobazzi,IT
,Giuseppe Lo Console,IT
,Giuseppe Marco Albano,IT
,Giuseppe Pambieri,IT
,Giuseppe Pedersoli,IT
,Giuseppe Stasi,IT
,Giuseppe Tornatore,IT
,Giuseppe Varlotta,IT
,Giusi Merli,IT
,Giustina Buonomo,IT
,Gladys Cohen,FR
,Gledys Ibarra,VE
,Glenda Jackson,GB
,Glen Matlock,GB
,Glenn Close,US
,Glenn Leyburn,IE
,Glenn Wrage,US
,Glória Halász,HU
,Gloria Muñoz,ES
,Gloria Vega,ES
,Glyn Johns,GB
,Gode Benedix,DE
,Goffredo Fofi,IT
,Gojko Mitic,SE
,Gonzalo Crespo Gil,ES
,Gonzalo de Castro,ES
,Gonzalo García Pelayo,ES
,Gonzalo López,ES
,Gonzalo Recio,ES
,Gonzalo Suárez,ES
,Gonzalo Uriarte,ES
,Gonzalo Visedo,ES
,Goran Marić,DE
,Goran Radaković,RS
,Goran Stolevski,AU
,Goran Stolevski,MK
,Gordon Strachan,GB
,Gordon Warnecke,GB
,Gorka Aguinagalde,ES
,Gottfried Breitfuss,AT
,Götz Otto,DE
,Götz Schubert,DE
,Götz Schulte,DE
,Grace Jones,JM
,Gracia Olayo,ES
,Gracia Querejeta,ES
,Graeme Sharp,GB
,Grahame Fox,GB
,Graham Gouldman,GB
,Graham Greene,CA
,Graham Greene,US
,Graham Nash,GB
,Grant Marshall,GB
,Granz Henman,DE
,Graziano Salvadori,IT
,Graziella Marina,IT
,Greg Cruttwell,GB
,Greg Germain,FR
,Greg Kinnear,US
,Greg LeMond,US
,Grégoire Bonnet,FR
,Grégoire Oestermann,FR
,Gregor Gysi,DE
,Gregor Schnitzler,DE
,Gregory Itzin,US
,Gregory Kershaw,US
,Gregory Magne,FR
,Greg Wise,UK
,Greil Marcus,US
,Greta Scacchi,AU
,Greta Scacchi,GB
,Greta Scacchi,IT
,Griffin Dunne,US
,Griff Rhys Jones,GB
,Grigori Manukov,RU
,Grit Boettcher,DE
,Grit Lemke,DE
,Groupe Cinéma du Centre Artaud,
,Gualtiero Marchesi,IT
,Gudrun Gut,DE
,Gudrun Landgrebe,DE
,Gudrun Ritter,DE
,Guia Jelo,IT
,Guido Calvi,IT
,Guido Chiesa,IT
,Guido De Angelis,IT
,Guido Harari,IT
,Guido Lombardi,IT
,Guilaine Londez,FR
,Guillaume Brac,FR
,Guillaume Briat,FR
,Guillaume Canet,FR
,Guillaume de Tonquédec,FR
,Guillaume Gallienne,FR
,Guillaume Massart,FR
,Guillaume Namur,FR
,Guillaume Nicloux,FR
,Guillermo Antón,ES
,Guillermo del Toro,MX
,Guillermo de Oliveira,ES
,Guillermo Montesinos,ES
,Guillermo Quintero,CO
,Güler Yücel,TR
,Gundars Abolins,LV
,Gundula von Zitzewitz,DE
,Gunnar James Bond Schäfer,SE
,Gunnel Lindblom,SE
,Günter Barton,DE
,Gunter Demnig,DE
,Günter Rohrbach,DE
,Günther Maria Halmer,DE
,Gurinder Chadha,GB
,Gurinder Chadha,KE
,Gustave Kervern,FR
,Gustavo Catalán,ES
,Gustavo Hernández,UY
,Gustavo Sánchez,ES
,Gustav Peter Wöhler,DE
,Gustav Peter Wöhler,DE
,Guy Bedos,FR
,Guy Chataigné,
,Guy Davies,GB
,Guy Lecluyse,FR
,Guy Marchand,FR
,Guy Marignane,FR
,Guy Nattiv,IL
,Guy Siner,US
,Guy Tréjan,FR
,Gwen Ellis,GB
,Gwen Van Dam,US
,György Árvai,HU
,György Bajomi Nagy,HU
,György Cserhalmi,HU
,György Dobray,HU
,György Gödény,HU
,Györgyi Kari,HU
,Györgyi Módri,HU
,György Kárpáti,HU
,György Mór Kárpáti,HU
,György Pálfi,HU
,György Szakály,HU
,Győző Szabó,HU
,Gyula Bodrogi,HU
,Gyula Gulyás,HU
,Gyula Kedves,HU
,H.P. Baxxter,DE
,H.R.,US
,Habib Boufares,FR
,Habib Dembélé,ML
,Hadi Hajaig,GB
,Hadrian Marcu,RO
,Hafida Tahri,FR
,Haidar Qaraeen,
,Hajni Kis,HU
,Hakim Zouhani,FR
,Halina Dyrschka,DE
,Haluk Bilginer,TR
,Hal Yamanouchi,IT
,Hamish MacInnes,GB
,Hampana Nagarayya,
,Hana Laszlo,IL
,Hank Levine,DE
,Hanna Ladoul,FR
,Hanna Lehmbäcker,DE
,Hanna Schygulla,DE
,Hannelore Elsner,DE
,Hannes Hellmann,DE
,Hannes Jaenicke,DE
,Hanno Olderdissen,DE
,Hanns Jörg Krumpholz,AT
,Hanns Zischler,DE
,Hanns Zischler,DE
,Hans Bayer,DE
,Hans Brückner,DE
,Hans Burmann,DE
,Hans-Christian Schmid,DE
,Hans-Eckardt Wenzel,DE
,Hans-Günther Bücking,DE
,Hans H. Steinberg,DE
,Hans-Heinrich Hardt,DE
,Hansi Jochmann,DE
,Hans-Joachim Brucherseifer,DE
,Hans-Joachim Maak,DE
,Hans Jürgen Alf,DE
,Hans-Jürgen Grapenbrade,DE
,Hans-Jürgen Syberberg,DE
,Hans-Michael Rehberg,DE
,Hans Peter Fischer,DE
,Hans Stadlbauer,DE
,Hans Steinbichler,CH
,Hans-Ulrich Laux,DE
,Hans Unstern,DE
,Hans-Uwe Bauer,DE
,Hans Zimmer,DE
,Hany Tamba,LB
,Hany Tamba,GB
,Hape Kerkeling,DE
,Harald Horváth,DE
,Harald Martenstein,DE
,Harald Siebler,DE
,Harald Warmbrunn,DE
,Hark Bohm,DE
,Harley Russell,US
,Harold Vasselin,FR
,Harriet Sansom Harris,US
,Harriet Thorpe,GB
,Harriet Walter,GB
,Harri Shanahan,
,Harry Alexander,GB
,Harry Baer,DE
,Harry Macqueen,GB
,Harry Wijnvoord,US
,Harry Wootliff,GB
,Hartmut Becker,DE
,Hartmut König,DE
,Hartmut Volle,DE
,Hartwig Kastendieck,DE
,Harvey Friedman,US
,Harvey Keitel,US
,Hary Prinz,AT
,Hasija Boric,BA
,Hassane Mezine,DZ
,Hassan Lazouane,MA
,Hassan Nazer,GB
,Hassan Nazer,IR
,Hatika Karaoui,FR
,Hayley Carmichael,GB
,Haymon Maria Buttinger,AT
,Héctor Alterio,AR
,Héctor Cabello Reyes,FR
,Héctor Cantolla,ES
,Héctor Carré,ES
,Héctor Domínguez-Viguera,ES
,Héctor Manrique,ES
,Héctor Noas,CU
,Hede Beck,DE
,Hedi Kriegeskotte,DE
,Hedwig Schmutte,DE
,Heide Ackermann,DE
,Heike Fink,DE
,Heike Hanold-Lynch,DE
,Heike Trinker,DE
,Heiko Pinkowski,DE
,Heiner Lauterbach,DE
,Heino Ferch,DE
,Heinrich Schafmeister,DE
,Heinz Brinkmann,DE
,Heinz Emigholz,DE
,Heinz Flemming,
,Heinz Hoenig,DE
,Heinz-Josef Braun,DE
,Heinz Lehmbäcker,DE
,Heinz Lieven,DE
,Heinz Rotthäuser,
,Heinz Strunk,DE
,Heinz Stücke,DE
,Heinz Wanitschek,AT
,Helena Bengoetxea,ES
,Helena Bereen,IE
,Helena Bonham Carter,UK
,Helena de Llanos,ES
,Helen Britton,AU
,Hélène Alexandridis,FR
,Hélène Alexandridis,FR
,Hélène de Saint-Père,FR
,Hélène Duc,FR
,Hélène Fillières,FR
,Hélène Hily,FR
,Hélène Médigue,FR
,Hélène Raimbault,FR
,Hélène Surgère,FR
,Hélène Vincent,FR
,Helen Mirren,GB
,Helen Mirren,GB
,Helen Schneider,DE
,Helga Hadewig,DE
,Helga Le Comte,DE
,Helga Mandel,HU
,Helge Schneider,DE
,Helier Bissell-Thomas,GB
,Hélier Cisterne,FR
,Helke Misselwitz,DE
,Helmfried von Lüttichau,DE
,Helmke Franzius,DE
,Helmut Berger,AT
,Helmut Berger,DE
,Helmut Köpping,AT
,Helmut Mooshammer,DE
,Helmut Zerlett,DE
,Héloïse Pelloquet,FR
,Hendrik Hölzemann,DE
,Henning Beckhoff,DE
,Henning Peker,DE
,Henning Valin Jakobsen,DM
,Henri Attal,FR
,Henriette Gonnermann,DE
,Henri-François Imbert,FR
,Henri Garcin,FR
,Henri Guybet,FR
,Henri Joyeux,FR
,Henrika Kull,DE
,Henri-Pierre Thouzeau,FR
,Henry Arnold,DE
,Henry Goodman,GB
,Henry Hübchen,DE
,Henryk M. Broder,DE
,Henry Singer,US
,Herbert Forthuber,AT
,Herbert Knaup,DE
,Herbert Léonard,FR
,Herman Gilis,BE
,Hermann Beyer,DE
,Hermann Vaske,DE
,Herman van Ulzen,NL
,Hermine Huntgeburth,DE
,Hernán Zin,AR
,Hervé Falloux,FR
,Hervé Mimran,FR
,Hervé Pauchon,FR
,Hervé Pierre,FR
,Hervé Temime,FR
,Hervé Vilard,FR
,Hettie MacDonald,GB
,Hetty Baynes,GB
,Hiam Abbass,PS
,Hichem Yacoubi,TN
,Hilda Abrahamz,AR
,Hildegard Faust-Albrecht,DE
,Hildegard Frauenrath,DE
,Hildegard Rotthäuser,
,Hildegard Schmahl,DE
,Hildegard Schroedter,DE
,Hilmar Eichhorn,DE
,Hilton McRae,GB
,Hiltrud Hauschke,DE
,Hippolyte Girardot,FR
,Hirokazu Koreeda,JP
,Hiroyuki Sanada,JP
,Hitham Omari,IL
,Holger Tappe,DE
,Holt McCallany,US
,Hope Dickson Leach,GB
,Horațiu Mălăele,RO
,Horst Kotterba,DE
,Horst Schaschke,DE
,Howard Dell,CA
,Hubert Burczek,DE
,Hubert Saint-Macary,FR
,Hubert Viel,FR
,Hubert Weiland,DE
,Hugh Bonneville,GB
,Hugh Fraser,GB
,Hugh Grant,GB
,Hugh Jackman,AU
,Hugh Laurie,GB
,Hugh Quarshie,GH
,Hugo Bachelet,FR
,Hugo Benamozig,FR
,Hugo de Faucompret,FR
,Hugo Gélin,FR
,Hugo Parthonnaud,FR
,Hugo Ruíz,ES
,Hugo Sobelman,FR
,Hugues Aufray,FR
,Hugues Poulain,FR
,Hung Nguyen Tuong,
,Hüseyin Tabak,DE
,Husky Kihal,FR
,Iaia Forte,IT
,Iain Glen,UK
,Iain Ross-McNamee,GB
,Ian Gibson,ES
,Ian Hogg,GB
,Ian Holm,UK
,Ian McDonald,GB
,Ian McElhinney,GB
,Ian McEwan,GB
,Ian McKellen,GB
,Ian McShane,GB
,Ian Nelms,US
,Ian Porter,GB
,Ian Puleston-Davies,GB
,Ian Rankin,GB
,Ian Reddington,GB
,Ian Richardson,UK
,Iban Toledo,ES
,Ibolya Péva,HU
,Ibón Cormenzana,ES
,Ibrahim Parlak,TR
,Ichgola Androgyn,DE
,Icíar Bollaín,ES
,Ida Di Benedetto,IT
,Ida Marinelli,IT
,Ida Techer,FR
,ifj. András Petróczy,HU
,Ignacio Benedetti,VE
,Ignacio Estaregui,ES
,Ignacio Latierro,ES
,Igor Buharov,HU
,Igor Denisov,BY
,Igor Jijkine,RU
,Igor Legarreta,ES
,Igor Maltagliati,IT
,Igor Tuveri Igort,IT
,Iker Elorrieta,ES
,Ilan Klipper,FR
,Ildikó Bánsági,HU
,Ildikó Enyedi,HU
,Ildikó Hámori,HU
,Ildikó Hűvösvölgyi,HU
,Ildikó Szabó,HU
,Ildikó Tóth,HU
,Ileana Riganò,IT
,Ilie Gâlea,RO
,Ilker Çatak,DE
,Ilona Kassai,HU
,Ilse Aigner,DE
,Ilse Bendin,DE
,Ilse Neubauer,DE
,Ilse Strambowski,DE
,Imanol Arias,ES
,Imanol Uribe,ES
,Imanol Zinkunegi,ES
,Ima Ranedo,ES
,Imelda Staunton,GB
,Imke Büchel,DE
,Imma Piro,IT
,Imma Villa,IT
,Imogen Kogge,DE
,Imre Csuja,HU
,Imre Harmath,HU
,Imre Szélyes,HU
,Imre Szélyes,RO
,Imre Tóth (Bruti),HU
,Inaam Wali-Al Battat,IQ
,Iñake Irastorza,ES
,Iñaki Alforja,ES
,Iñaki Beraetxe,ES
,Iñaki Gabilondo,ES
,Iñaki Miramón,ES
,Iñaki Sánchez,ES
,Iñaki Viar,ES
,Ina Weisse,DE
,Inés Bacán,ES
,Inés de León,ES
,Inés Paricio,ES
,Inés París,ES
,Inés Toharia Terán,ES
,Inga Busch,DE
,Inga Dietrich,DE
,Inge Maux,AT
,Ingmar Bergman Jr.,SE
,Ingrid Caven,DE
,Ingrid Mülleder,AT
,Ingrid Nandzik,DE
,Ingvar Sigurdsson,IS
,Inka Friedrich,DE
,Inma Sancho,ES
,Ioana Crăciunescu,RO
,Ioana Pârvulescu,RO
,Ioana Uricaru,RO
,Ioana Uricaru,US
,Ioan Brancu,RO
,Ioan Hefin,GB
,Ioan Măric,RO
,Ioan Matei Agapi,RO
,Ioan Romeo,RO
,Iolanda Pascale,IT
,Ion Arcudeanu,RO
,Ion Caramitru,RO
,Ion Dichiseanu,RO
,Ione Atenea,ES
,Ion Haiduc,RO
,Ion Iliescu,RO
,Ion Ruscuţ,RO
,Ion Sapdaru,MD
,Iosif Demian,HU
,Iosif Demian,RO
,Ira Sachs,US
,Irén Bordán,HU
,Irene Gutiérrez Torres,ES
,Irène Jacob,FR
,Irene Kugler,AT
,Irène Papas,GR
,Irene Rindje,DE
,Irina Margareta Nistor,RO
,Irina Murgeanu Grigore,RO
,Iris Berben,DE
,Iris Gordon,DE
,Iris Müller-Westermann,DE
,Irm Hermann,DE
,Irmin Schmidt,DE
,Irmi Zimmermann,DE
,Irshad Panjatan,IN
,Irvine Welsh,GB
,Isaac Berrocal,ES
,Isaach de Bankolé,CI
,Isabel Ampudia,ES
,Isabel Ávila,ES
,Isabel Ayúcar,ES
,Isabel Bogdan,DE
,Isabel Coixet,ES
,Isabel Donate,ES
,Isabel Friera,ES
,Isabel Gathof,DE
,Isabella Ferrari,IT
,Isabella Rossellini,FR
,Isabella Rossellini,IT
,Isabella Sandri,IT
,Isabelle Adjani,FR
,Isabelle Broué,FR
,Isabelle Candelier,FR
,Isabelle Carré,FR
,Isabelle Doval,FR
,Isabelle Filliozat,FR
,Isabelle Gélinas,CA
,Isabelle Huppert,FR
,Isabelle Mergault,FR
,Isabelle Nanty,FR
,Isabelle Prim,FR
,Isabelle Renauld,FR
,Isabelle Sadoyan,FR
,Isabelle Stever,DE
,Isabelle Weingarten,FR
,Isabell Gerschke,DE
,Isabel Lizarraga,ES
,Isabel Ordaz,ES
,Isabel Prahl,DE
,Isabel Requena,ES
,Isabel Rocatti,ES
,Isabel Russinova,IT
,Isa Danieli,IT
,Isaki Lacuesta,ES
,Isao Sugihara,
,Isidoro Fernández,ES
,Ismael Kanater,MA
,Isolde Barth,DE
,Issaka Sawadogo,BF
,Issei Ogata,JP
,Issei Sagawa,JP
,Isti Madarász,HU
,István Borsody,HU
,István Fazekas,HU
,István Horthy,HU
,István Kovács,HU
,István Lénárt,HU
,István Mikó,HU
,István Nyíri Kovács,HU
,István Poór,HU
,István Szabó,HU
,István Szepsy,HU
,István Znamenák,HU
,Itala Békés,HU
,Itziar Aizpuru,ES
,Itziar Lazkano,ES
,Iulian Manuel Ghervas,RO
,Iura Luncaşu,RO
,Iván Alarcón,ES
,Ivana Mladenović,RO
,Ivana Mladenović,RS
,Ivana Monti,IT
,Ivan Buharov,HU
,Ivan Calbérac,FR
,Ivan Cotroneo,IT
,Iván Dengyel,HU
,Iván Dengyel,RO
,Ivan Franěk,CZ
,Ivan Franěk,FR
,Ivan Marchika,FR
,Ivano De Matteo,IT
,Ivano Marescotti,IT
,Ivan Ruiz Flores,ES
,Ivet Castelo,ES
,J. Echevarría Torres,ES
,J.K. Simmons,US
,J.P. Watts,
,Jabi Elortegi,ES
,Jack Charlton,GB
,Jackie Berroyer,FR
,Jackie Clune,GB
,Jacki Weaver,AU
,Jack Ralite,FR
,Jack Shepherd,GB
,Jack Spring,GB
,Jacky Lambert,FR
,Jacky Nercessian,FR
,Jacobo Martínez,ES
,Jaco van Dormael,BE
,Jacqueline Bisset,GB
,Jacqueline Chan,TT
,Jacqueline Danno,FR
,Jacqueline Jehanneuf,FR
,Jacqueline Jencquel,CN
,Jacqueline Noëlle,FR
,Jacqueline Schaeffer,FR
,Jacques Allaire,FR
,Jacques André,FR
,Jacques Audiard,FR
,Jacques Bonnaffé,FR
,Jacques Boudet,FR
,Jacques Chambon,FR
,Jacques Dacqmine,FR
,Jacques Doillon,FR
,Jacques Duby,FR
,Jacques Dutronc,FR
,Jacques Dynam,FR
,Jacques Fornier,FR
,Jacques François,FR
,Jacques Frantz,FR
,Jacques Gamblin,FR
,Jacques Herlin,FR
,Jacques Higelin,FR
,Jacques Mauclair,FR
,Jacques Nolot,FR
,Jacques Perrin,FR
,Jacques Richard,FR
,Jacques Richard,FR
,Jacques Roch,FR
,Jacques Sereys,FR
,Jacques Spiesser,FR
,Jacques Weber,FR
,Jacques Zabor,FR
,Jacqui Bellamy,GB
,Jaime Chávarri,ES
,Jaime Ocaña,ES
,Jaime Pujol,ES
,Jaime Rosales,ES
,Jaione Camborda,ES
,Jaione Insausti,ES
,Jair Bolsonaro,BR
,Jake Scott,GB
,Jake Weber,GB
,Jakko M. Jakszyk,GB
,Jakob Lass,DE
,Jakob Zapf,
,Jalda Rebling,NL
,Jalil Lespert,FR
,James Biberi,US
,James Bort,FR
,James Caan,US
,James Carville,US
,James Cosmo,GB
,James Cromwell,US
,James D'Arcy,GB
,James Dearden,GB
,James Faulkner,GB
,James Fleet,GB
,James Fox,GB
,James Gardner,GB
,James Graeme,GB
,James Healy Jr.,US
,James Hetfield,US
,James Huth,FR
,James Lailey,GB
,James Laurenson,NZ
,James Marsh,GB
,James P. Leape,US
,James Purefoy,GB
,James Toback,US
,James Wilby,GB
,Jamie Adams,GB
,Jamie Foreman,GB
,Jamie Hooper,GB
,Jamie Newall,GB
,Jamie Patterson,GB
,Jana Bittnerova,FR
,Jana Käsdorf,DE
,Jana Matthes,DE
,Jana Olhová,CZ
,Jan Bijvoet,BE
,Jan Bonny,DE
,Jan-Christof Scheibe,DE
,Jan Decleir,BE
,Jane Birkin,FR
,Jane Fonda,US
,Jane Goodall,GB
,Jane Gull,GB
,Jane Hollington,GB
,Jane Jenkins,US
,Jane Lowe,GB
,Janet De Nardis,IT
,Janet Tobias,US
,Jane Wood,GB
,Janez Skof,SI
,Janfri Topera,ES
,Jan Georg Schütte,DE
,Jan Gerdes,DE
,Jan Hofer,DE
,Jan Kounen,FR
,Jan Mybrand,SE
,Janna Ji Wonders,DE
,Jan-Ole Gerster,DE
,János Koltai,HU
,János Kulka,HU
,János Lerner,HU
,János Papp,HU
,János Szász,HU
,János Szirtes,HU
,János Tóth,HU
,János Vető,HU
,Jan Schmidt-Garre,DE
,Jan Schomburg,DE
,Jan Speckenbach,DE
,Jan Stoltz,DE
,Jarek Raczek,DE
,Jarvis Cocker,UK
,Jasmina Avramović,RS
,Jasmine Trinca,IT
,Jason Ferguson,GB
,Jason Flemyng,GB
,Jason Howden,NZ
,Jason Isaacs,GB
,Jason Isaacs,UK
,Jaspal Singh Sidhu,IN
,Jasper Cole,US
,Jaume Balagueró,ES
,Jaume de Sans,ES
,Jaume Domènech,ES
,Jaume Ollé,ES
,Jaume Plensa,ES
,Jaume Sisa,ES
,Javi Camino,ES
,Javier Aguirre,ES
,Javier Botet,ES
,Javier Cámara,ES
,Javier Corcuera,ES
,Javier Elorrieta,ES
,Javier Esparza,ES
,Javier Fesser,ES
,Javier García Pelayo,ES
,Javier Gurruchaga,ES
,Javier Herrán,ES
,Javier Lago,ES
,Javier Mariscal,ES
,Javier Merino,ES
,Javier Morales Pérez,ES
,Javier Perdiguero,ES
,Javier Portús,ES
,Javier Ruiz Caldera,ES
,Javivi,ES
,Jay Bedwani,GB
,Jay Benedict,US
,Jayne County,US
,Jayne Houdyshell,US
,Jay Stern,GB
,Jazzie B,GB
,JD Alcázar,ES
,Jean Abeillé,FR
,Jean-Baptiste de Laubier,FR
,Jean-Baptiste Malartre,FR
,Jean-Baptiste Thoret,FR
,Jean Becker,FR
,Jean Benguigui,FR
,Jean Boiron Lajous,FR
,Jean Chatillon,FR
,Jean-Chrétien Sibertin-Blanc,LU
,Jean-Christophe Bouvet,FR
,Jean-Christophe Meurisse,FR
,Jean-Christophe Roger,FR
,Jean-Claude Arnaud,FR
,Jean-Claude Baudracco,FR
,Jean-Claude Bolle-Reddat,FR
,Jean-Claude Brialy,FR
,Jean-Claude Brisseau,FR
,Jean-Claude Carrière,FR
,Jean-Claude de Goros,FR
,Jean-Claude Deret,FR
,Jean-Claude Dreyfus,FR
,Jean-Claude Guillaume,FR
,Jean-Claude Leguay,FR
,Jean-Claude Mauvoisin,FR
,Jean-Claude Petit,FR
,Jean-Claude van Damme,BE
,Jean d'Ormesson,FR
,Jean Dell,FR
,Jean Douchet,FR
,Jean Eckian,FR
,Jeanette,GB
,Jeanette Spassova,BG
,Jean Fernandez,FR
,Jean-François Balmer,CH
,Jean-François Causeret,FR
,Jean-François Gallotte,FR
,Jean-François Garreaud,FR
,Jean-François Laguionie,FR
,Jean-François Malet,FR
,Jean-François Richet,FR
,Jean-François Stévenin,FR
,Jean-Gabriel Nordmann,FR
,Jean Girel,FR
,Jean-Henri Compère,BE
,Jean-Hugues Anglade,FR
,Jean-Jacques Annaud,FR
,Jean-Jacques Bourdin,FR
,Jean-Jacques Charbonier,FR
,Jean-Jacques Vanier,FR
,Jean Kergrist,FR
,Jean Lassalle,FR
,Jean Lescot,FR
,Jean Libon,BE
,Jean-Louis Coulloc'h,FR
,Jean-Louis Gonterre,FR
,Jean-Louis Martinelli,FR
,Jean-Louis Richard,FR
,Jean-Louis Tribes,FR
,Jean-Louis Trintignant,FR
,Jean-Loup Horwitz,FR
,Jean-Luc Ayach,FR
,Jean-Luc Bideau,CH
,Jean-Luc Chevé,FR
,Jean-Luc Gaget,FR
,Jean-Luc Kayser,FR
,Jean-Luc Mélenchon,FR
,Jean-Luc Porraz,FR
,Jean-Marc Barr,FR
,Jean-Marc Généreux,FR
,Jean-Marc Peyrefitte,FR
,Jean-Marc Roulot,FR
,Jean-Marc Stehlé,CH
,Jean-Marc Thibault,FR
,Jean-Marie Bigard,FR
,Jean-Marie Choffat,FR
,Jean-Marie Frin,FR
,Jean-Marie Godet,FR
,Jean-Marie Gouëlou,FR
,Jean-Marie Larrieu,FR
,Jean-Marie Lecoq,FR
,Jean-Marie Masse,FR
,Jean-Marie Winling,FR
,Jean-Michel Balthazar,BE
,Jean-Michel Correia,FR
,Jean-Michel Hirt,FR
,Jean-Michel Lahmi,FR
,Jean-Michel Martial,FR
,Jean-Michel Molé,FR
,Jean-Michel Vovk,BE
,Jeanne Balibar,FR
,Jeanne Ferron,FR
,Jeanne Goupil,FR
,Jeanne Herry,FR
,Jeanne Moreau,FR
,Jeannette Lee,GB
,Jean-Noël Brouté,FR
,Jean Oury,FR
,Jean-Pascal Zadi,FR
,Jean-Patrick Benes,FR
,Jean-Paul Belmondo,FR
,Jean-Paul Bonnaire,FR
,Jean-Paul Bordes,FR
,Jean-Paul Civeyrac,FR
,Jean-Paul Comart,BE
,Jean-Paul Dix,FR
,Jean-Paul Gaultier,FR
,Jean-Paul Hirsch,FR
,Jean-Paul Julliand,FR
,Jean-Paul Mertinez,GB
,Jean-Paul Muel,FR
,Jean-Paul Rouve,FR
,Jean-Paul Salomé,FR
,Jean-Philippe Bouyxou,FR
,Jean-Philippe Écoffey,CH
,Jean-Philippe Gaud,FR
,Jean-Philippe Jacquemin,FR
,Jean-Philippe Puymartin,FR
,Jean Piat,FR
,Jean-Pierre Améris,FR
,Jean-Pierre Bacri,FR
,Jean-Pierre Bernard,FR
,Jean-Pierre Cassel,FR
,Jean-Pierre Castaldi,FR
,Jean-Pierre Couton,FR
,Jean-Pierre Darroussin,FR
,Jean-Pierre Duret,FR
,Jean-Pierre Duval,FR
,Jean-Pierre Igoux,FR
,Jean-Pierre Jorris,FR
,Jean-Pierre Kalfon,FR
,Jean-Pierre Léaud,FR
,Jean-Pierre Léonardini,FR
,Jean-Pierre Lorit,FR
,Jean-Pierre Malignon,FR
,Jean-Pierre Malo,FR
,Jean-Pierre Marielle,FR
,Jean-Pierre Pozzi,FR
,Jean-Pierre Thorn,FR
,Jean-Pierre Vincent,FR
,Jean-Pierre Winter,FR
,Jean-Pol Brissart,FR
,Jean-Pol Dubois,FR
,Jean Pütz,DE
,Jean-Quentin Châtelain,CH
,Jean Reno,FR
,Jean Rochefort,FR
,Jean Rolin,FR
,Jean Sarrus,FR
,Jean Sorel,FR
,Jean-Stéphane Sauvaire,FR
,Jean Todt,FR
,Jean Trend,GB
,Jean Vanier,CA
,Jean Yanne,FR
,Jean-Yves Berteloot,FR
,Jean-Yves Chatelais,FR
,Jean-Yves Lafesse,FR
,Jean Ziegler,CH
,Jef Bayonne,FR
,Jeff Book,DE
,Jeff Bridges,US
,Jeffery Kissoon,GB
,Jeff Fahey,US
,Jeff Goldblum,US
,Jeff Koons,US
,Jeff Mirza,GB
,Jeff Rawle,GB
,Jeffrey Dean Morgan,US
,Jeffrey Tambor,US
,Jeffrey Wright,US
,Jennifer Black,GB
,Jennifer Saunders,UK
,Jenny Agutter,GB
,Jenny Bellay,FR
,Jenny Funnell,GB
,Jenny Löffler,DE
,Jenny Seagrove,GB
,Jens Albinus,DK
,Jens Andresen,DE
,Jens Møller,
,Jens-Peter Fiedler,DE
,Jens Pfeifer,DE
,Jens Wark,DE
,Jérémie Elkaïm,FR
,Jérémie Renier,BE
,Jérémy Clapin,FR
,Jeremy Corbyn,GB
,Jeremy Irons,GB
,Jeremy J.P. Fekete,CH
,Jérémy Trouilh,FR
,Jeremy Wooding,GB
,Jérôme Commandeur,FR
,Jérôme Deschamps,FR
,Jerome Hirthammer,DE
,Jérôme Kircher,FR
,Jerome S. Kaufmann,US
,Jérôme Salle,FR
,Jérôme Soubeyrand,FR
,Jerrie Anderson,GB
,Jerry Potenza,IT
,Jerzy Skolimowski,PL
,Jerzy Stuhr,PL
,Jessica Harper,US
,Jessica Hecht,US
,Jessica Hynes,GB
,Jessica Krummacher,DE
,Jessica Palud,FR
,Jessica Swale,GB
,Jesús Barreda,ES
,Jesús Bonilla,ES
,Jesús del Cerro,ES
,Jesús Font,ES
,Jesus Garces Lambert,MX
,Jesús Guzmán,ES
,Jesús Iriarte Salinas,ES
,Jesús López Cobos,ES
,Jesús Munárriz,ES
,Jesús Pérez Ocaña,ES
,Jesús Ponce,ES
,Jézabel Marques,FR
