person_id,person_name,person_nat
,Marc Collin,FR
,Marc Crehuet,ES
,Marc Danbury,GB
,Marc di Domenico,FR
,Marc Dietschreit,DE
,Marc Dubois,FR
,Marc Dugain,FR
,Marc Duret,FR
,Marcel Barrena,ES
,Marcel Bluwal,FR
,Marceline Loridan-Ivens,FR
,Marcel Iureș,RO
,Marcello Cesena,IT
,Marcello Martini,IT
,Marcello Mazzarella,IT
,Marcello Prayer,IT
,Marcello Romolo,IT
,Marcel Mettelsiefen,DE
,Marc Fehse,
,Marc Fiorini,CA
,Marc Fitoussi,FR
,Marc Fouchard,FR
,Marcia Gay Harden,US
,Marcia Warren,GB
,Marc Lavoine,FR
,Marc Munden,GB
,Marc Muñoz,ES
,Marco Albrecht,DE
,Marco Bellocchio,IT
,Marco Bocci,IT
,Marco Capretti,IT
,Marco D'Amore,IT
,Marco Demurtas,IT
,Marco Gadge,DE
,Marco Giallini,IT
,Marco Giusti,IT
,Marco Kreuzpaintner,DE
,Marco La Via,FR
,Marco La Via,US
,Marco Lledó Escartín,ES
,Marco Lorenzini,LU
,Marco Manetti,IT
,Marco Melluso,IT
,Marco Messeri,IT
,Marco Paolini,IT
,Marco Pollini,IT
,Marco Ponti,IT
,Marco Renda,IT
,Marco Riccomini,IT
,Marco Risi,IT
,Marco Salom,IT
,Marcos Cabotá,ES
,Marco Scotuzzi,IT
,Marco Tullio Giordana,IT
,Marco Zangardi,IT
,Marco Zarrelli,IT
,Marc Parmentier,FR
,Marc Perrone,FR
,Marc Pierret,FR
,Marc Pierschel,DE
,Marc Prin,FR
,Marc Rapilly,FR
,Marc Recha,ES
,Marc Romero,ES
,Marc Rothemund,DE
,Marc Susini,FR
,Marcus Calvin,DE
,Marcus H. Rosenmüller,DE
,Marcus Harben,GB
,Marcus Lenz,DE
,Marcus Morlinghaus,DE
,Marcus Richardt,DE
,Marcus Vetter,DE
,Marc-Uwe Kling,DE
,Marc Vigil,ES
,Mareike Wegener,DE
,Mareille Klein,DE
,Maren Kroymann,DE
,Marescotti Ruspoli,IT
,Marga Arnau,ES
,Marga Castells,ES
,Margarete Tiesel,AT
,Margarethe von Trotta,DE
,Margarita Broich,DE
,Margarita Cadenas,FR
,Margarita Cadenas,VE
,Margarita Rosa de Francisco,CO
,Margarita Xhepa,AL
,Margherita Buy,IT
,Margherita Fumero,IT
,Margit Földessy,HU
,Margit Hertelendy,HU
,Margot Flügel-Anhalt,DE
,Margy Kinmonth,GB
,María Alfonsa Rosso,ES
,Maria Bachmann,DE
,María Barranco,ES
,María Bayo,ES
,Maria Bill,CH
,Maria Binder,
,María Cabrera,ES
,María Cristina Lozada,VE
,Maria Del Monte,IT
,Maria de Medeiros,PT
,Maria Di Biase,IT
,María Elorza,ES
,Maria Furtwängler,DE
,Maria Grazia Cucinotta,IT
,Maria Happel,DE
,Maria Hofstätter,AT
,María Isabel Díaz Lago,CU
,María Jesús Hoyos,ES
,María Jesús Sirvent,ES
,María José Alfonso,ES
,María José Goyanes,ES
,Maria Junghiețu,RO
,Maria Luisa Bellocchio,IT
,María Luisa Lara,ES
,María Luisa Merlo,ES
,María Luisa Pujol,ES
,María Luisa Solá,ES
,María Martín,ES
,Mariana Carballal,ES
,Mariana Cordero,ES
,Marian Crișan,RO
,Marianne Basler,BE
,Marianne Denicourt,FR
,Marianne Faithfull,GB
,Marianne Faithfull,UK
,Marianne Garcia,FR
,Marian Negrescu,RO
,Marianne Jean-Baptiste,GB
,Marianne Sägebrecht,DE
,Mariano Barroso,ES
,Mariano Cohn,AR
,Mariano Llorente,ES
,Mariano Ozores,ES
,Mariano Peña,ES
,Mariano Rajoy,ES
,Mariano Rigillo,IT
,Mariano Venancio,ES
,Marian Râlea,RO
,Maria Pacôme,FR
,Maria Paiato,IT
,Maria Pia Di Meo,IT
,Maria Ploae,RO
,María Ripoll,ES
,Maria Rosaria Alati,IT
,Maria Schneider,FR
,Maria Schrader,DE
,Maria Schrader,DE
,Maria Servini,AR
,Maria Sole Tognazzi,IT
,Maria Speth,DE
,María Teresa Fernández de la Vega Sanz,ES
,Mária Varga,HU
,María Victoria Paniagua,ES
,Maribel Martín,ES
,Maribel Salas,ES
,Mari Carmen Valiente,ES
,Mari Csomós,HU
,Marie-Ange Gorbanevsky,FR
,Marie-Anne Chazel,FR
,Marie-Bénédicte Roy,FR
,Marie Berto,BE
,Marie Bunel,FR
,Marie-Castille Mention-Schaar,FR
,Marie-Christine Adam,FR
,Marie-Christine Barrault,FR
,Marie-Christine Darah,FR
,Marie-Christine Laznik,BR
,Marie-Christine Orry,FR
,Marie Clémence Andriamonta-Paes,FR
,Marie France,FR
,Marie-France Mignal,FR
,Marie-France Pisier,FR
,Marie-France Santon,FR
,Marie Frapin,FR
,Marie Garel-Weiss,FR
,Marie Goyette,CA
,Marie Goyette,DE
,Marie-Hélène Lentini,FR
,Marie-Jo Khojandi,
,Marie-José Tubiana,FR
,Marie Laforêt,CH
,Marie-Luise Marjan,DE
,Marie Matheron,FR
,Marie Monge,FR
,Marie-Monique Robin,FR
,Marie Noëlle,CA
,Marie-Pierre Casey,FR
,Marie Pillet,FR
,Marie Reich,DE
,Marie Rivière,FR
,Marie-Sophie Chambon,FR
,Marie Vincent,FR
,Marie Wilke,DE
,Marika Vibik,FR
,Mariko Minoguchi,DE
,Marilou Berry,FR
,Marilú Marini,AR
,Marilyne Canto,FR
,Marilyn Edmond,GB
,Marilyn Jess,FR
,Marina Abramović,RS
,Marina Cicogna,IT
,Marina Confalone,IT
,Marina Foïs,FR
,Mari Nagy,HU
,Marina Seresesky,AR
,Marina Suma,IT
,Marina Tomé,FR
,Marine Allard,FR
,Mario Adorf,CH
,Mario Alarcón,AR
,Mărioara Sterian,RO
,Mario Camus,ES
,Mario Casas,ES
,Mario Chiavalin,IT
,Mario Gas,ES
,Mario Martone,IT
,Mario Mentrup,DE
,Marion Alessandra Becker,DE
,Marion Bailey,GB
,Marion Brasch,DE
,Marion Laine,FR
,Marion Lippmann,FR
,Marion Mitterhammer,AT
,Marion Vernoux,FR
,Mario Pardo,ES
,Mario Parruccini,IT
,Mario Piredda,IT
,Mario Porfito,IT
,Mario Pupella,IT
,Mario Schneider,DE
,Mario Tronco,IT
,Mario Vargas Llosa,DO
,Marisa Berenson,US
,Marisa Borini,IT
,Marisa Laurito,IT
,Marisa Paredes,ES
,Marisa Tomei,US
,Marisa Vallejo,ES
,Marisa Vallone,IT
,Marisol Ayuso,ES
,Marisol Carnicero,ES
,Marita Breuer,DE
,Marita Stocker,
,Marius Bodochi,RO
,Marius Müller-Westernhagen,DE
,Marius Olteanu,RO
,Marius Oprea,RO
,Marius Th. Barna,RO
,Márk Bodzsár,HU
,Mark Forstater,US
,Mark Gatiss,GB
,Mark Gillis,GB
,Mark Hughes,GB
,Mark J.T. Griffins,GB
,Mark Jenkin,GB
,Mark Knopfler,GB
,Mark Lewis Jones,GB
,Mark Penfold,GB
,Mark Rylance,GB
,Mark Schlichter,DE
,Mark Strong,GB
,Mark Tandy,IE
,Markus Dietrich,DE
,Markus Fennert,DE
,Markus Goller,DE
,Markus Hering,DE
,Markus John,DE
,Markus Schmidt,DE
,Mark Wingett,GB
,Mark Zak,UA
,Mark Zak,UA
,Marlène Jobert,FR
,Marlene Sidaway,GB
,Marta Angelat,ES
,Marta Cabrera,ES
,Marta Díaz de Lope Díaz,ES
,Marta Hermida,ES
,Marta Herrero Cagigal,ES
,Marta Jaenes,ES
,Marta Lallana,ES
,Márta Martin,HU
,Mar Targarona,ES
,Marta Romero Coll,ES
,Marta Savina,IT
,Marta Sentís,ES
,Márta Szabó,HU
,Marten Persiel,DE
,Martha Pinson,GB
,Marthe Cohn,FR
,Marthe Keller,CH
,Marthe Villalonga,FR
,Martin Adams,GB
,Martina Eitner-Acheampong,DE
,Martina Gedeck,DE
,Martina McClements,GB
,Martin Armknecht,DE
,Martina Sakova,DE
,Martina Spitzer,AT
,Martin Bentz,DE
,Martin Bourboulon,FR
,Martin Brambach,DE
,Martin Busker,DE
,Martín Cuervo,ES
,Martine Bouquin,FR
,Martine Chevallier,FR
,Martine Deyres,FR
,Martin Edwards,GB
,Martine Erhel,BE
,Martine Irzenski,FR
,Martine Sarcey,FR
,Martine Schambacher,FR
,Martine Vandevile,FR
,Martin Farkas,DE
,Martin Gore,GB
,Martin Gressmann,DE
,Martin Herdman,GB
,Martin Indyk,US
,Martin Keown,GB
,Martin Lamotte,FR
,Martin Margiela,BE
,Martin McDonagh,IE
,Martin Muncaster,GB
,Martin Owen,GB
,Martin Provost,FR
,Martín Rosete,ES
,Martin Schreier,DE
,Martin Semmelrogge,DE
,Martin Shaw,GB
,Martin Umbach,DE
,Martin Weinek,AT
,Martin Wuttke,DE
,Martirio,ES
,Martxelo Rubio,ES
,Marvin Litwak,DE
,Maryam Boobani,IR
,Mary Bauermeister,DE
,Mary Cipolla,IT
,Mary E. Power,US
,Mary-Louise Parker,US
,Mary McCusker,GB
,Mary-Noël Niba,CM
,Mary Pat Gleason,US
,Mary Paz Pondal,ES
,Mary Steenburgen,US
,Mary Wilson,US
,Mary Woodvine,GB
,Marzia Ubaldi,IT
,Marzieh Alivirdi,IR
,Marzio Honorato,IT
,Massiel,ES
,Massimiliano Bruno,IT
,Massimiliano Buzzanca,IT
,Massimiliano Medda,IT
,Massimiliano Pazzaglia,IT
,Massimo Boldi,IT
,Massimo Bonetti,IT
,Massimo Cappelli,IT
,Massimo Ceccherini,IT
,Massimo Dapporto,IT
,Massimo De Francovich,IT
,Massimo De Francovich,IT
,Massimo De Lorenzo,IT
,Massimo De Rossi,IT
,Massimo Donati,IT
,Massimo Ghini,IT
,Massimo Lopez,IT
,Massimo Olcese,IT
,Massimo Paolucci,IT
,Massimo Popolizio,IT
,Massimo Ranieri,IT
,Massimo Spano,IT
,Massimo Venier,IT
,Massimo Wertmüller,IT
,Massud Rahnama,IR
,Mata Amritanandamayi,IN
,Matanat Atakishiyeva,AZ
,Máté Fazekas,HU
,Matei Dima,RO
,Mat Fraser,GB
,Mathias Herrmann,DE
,Mathias Malzieu,FR
,Mathias Max Herrmann,DE
,Mathias Mlekuz,FR
,Mathias Pardo,FR
,Mathieu Amalric,FR
,Mathieu Carrière,DE
,Mathieu Gérault,FR
,Mathieu Kassovitz,FR
,Mathieu Sapin,FR
,Mathieu Turi,FR
,Mathilda May,FR
,Mathilde Seigner,FR
,Matías Díaz Padrón,ES
,Matilde Fluixá,ES
,Matilde Muñiz,ES
,Mats Grorud,NO
,Matt Dillon,US
,Matteo Gagliardi,IT
,Matteo Garrone,IT
,Matteo Martinez,IT
,Matteo Pianezzi,IT
,Matteo Vicino,IT
,Matt Gambell,GB
,Matthew Bauer,AU
,Matthew Burton,UK
,Matthew Dyas,GB
,Matthew Holness,GB
,Matthew Marsh,GB
,Matthew Modine,US
,Matthew Vaughn,GB
,Matthew Warchus,GB
,Matthias Brandt,DE
,Matthias Breitenbach,DE
,Matthias Brenner,DE
,Matthias Bundschuh,DE
,Matthias Habich,DE
,Matthias Habich,PL
,Matthias Harder,DE
,Matthias Hues,DE
,Matthias Hummitzsch,DE
,Matthias Jabs,DE
,Matthias Kostya,DE
,Matthias Kupfer,DE
,Matthias Neukirch,AT
,Matthias Schullan,DE
,Matthias Seifert,DE
,Matthieu Delaporte,FR
,Matt Hodgson,GB
,Mattia Sbragia,IT
,Matti Klemm,DE
,Mátyás Dráfi,HU
,Mátyás Dráfi,SK
,Maurane,BE
,Maureen Lipman,FR
,Maurice Aufair,CH
,Maurice Bénichou,FR
,Maurice Byrne,IE
,Maurice Chevit,FR
,Maurice Garrel,FR
,Maurice MacGowan,IE
,Maurice Risch,FR
,Maurizio Amati,IT
,Maurizio Battista,IT
,Maurizio Casagrande,IT
,Maurizio De Angelis,IT
,Maurizio De Giovanni,IT
,Maurizio Donadoni,IT
,Maurizio Gigola,IT
,Maurizio Marchetti,IT
,Maurizio Mattioli,IT
,Maurizio Micheli,IT
,Maurizio Nichetti,IT
,Maurizio Soldà,IT
,Maurizio Turone,IT
,Maurizio Zaccaro,IT
,Maurizio Zacchigna,IT
,Mauro Mancini,IT
,Mauro Marino,IT
,Mauro Negri,IT
,Maverick Quek,SG
,Max Cavallari,IT
,Maxence Tual,FR
,Max Fey,DE
,Max Gazzè,IT
,Max Giusti,IT
,Max Gleschinski,DE
,Max Herbrechter,DE
,Maxie Peters,GB
,Maxime Govare,FR
,Maxime Matray,FR
,Maxime Roy,FR
,Maximiliano Hernando Bruno,AR
,Maximiliano Márquez,ES
,Máximo Pradera,ES
,Máximo Valverde,ES
,Maxi Rodríguez,ES
,Max Lemcke,ES
,Max Linz,DE
,Max Mosley,GB
,Max Schmidt,DE
,Max Tortora,IT
,Max von Sydow,SE
,Mayka Braña,ES
,Mbissine Thérèse Diop,SN
,Med Hondo,FR
,Meera Syal,GB
,Meg Leonard,GB
,Mehdi Ben Attia,TN
,Mehdi Senoussi,FR
,Meike Hoffmann,DE
,Mela Casal,ES
,Mélanie Auffret,FR
,Melanie Kilburn,GB
,Melanie Liebheit,DE
,Melanie Lischker,DE
,Melanie Walters,GB
,Mel Gibson,AU
,Méliane Marcaggi,FR
,Mélissa Drigeard,FR
,Memo Remigi,IT
,Meral Perin,TR
,Mercedes Hoyos,ES
,Mercedes López de Luzuriaga,ES
,Mercedes Sampietro,ES
,Meritxell Colell,ES
,Meryem Benm'Barek-Aloïsi,MA
,Meryl Griffiths,GB
,Meteora Fontana,IT
,Mette Rank-Tange,DK
,Mia Hansen-Løve,FR
,Mia Maariel Meyer,DE
,Micaela Ramazzotti,IT
,Michael Abendroth,AT
,Michaela Caspar,DE
,Michaela May,DE
,Michael Baran,DE
,Michael Benthin,DE
,Michael Bott,GB
,Michael Brandner,DE
,Michael Brandon,US
,Michael Breitkopf,DE
,Michael Busse,DE
,Michael Byrne,GB
,Michael Caine,GB
,Michael Carter,UK
,Michael Cimino,US
,Michael Cochrane,GB
,Michael Culkin,IR
,Michael D. Higgins,IE
,Michaël Dacheux,FR
,Michael Degen,DE
,Michael Degen,IS
,Michael Douglas,US
,Michael Dweck,US
,Michael Edelson,GB
,Michael Ekbladh,
,Michael Elwyn,GB
,Michael Engler,US
,Michael Gambon,GB
,Michael Gempart,CH
,Michael Giles,GB
,Michael Goldberg,CH
,Michael Gorevoï,RU
,Michael Gould,GB
,Michael Grandage,GB
,Michael Gwisdek,DE
,Michael Haneke,AT
,Michael Hanemann,DE
,Michael Herbig,DE
,Michael Hewitt,
,Michael Ironside,CA
,Michael Keller,
,Michael Kleiber,DE
,Michael Krüger,DE
,Michael Krummenacher,DE
,Michael Lonsdale,FR
,Michael Lott,DE
,Michael Madsen,US
,Michael Maertens,DE
,Michael Maloney,GB
,Michael McElhatton,IE
,Michael McKell,GB
,Michael P. Aust,DE
,Michael Palin,GB
,Michael Paré,US
,Michael Potts,US
,Michael Schenk,DE
,Michael Shevloff,
,Michael Sideris,DE
,Michael Smiley,GB
,Michael St. Michaels,US
,Michael Sturminger,AT
,Michael Thomas,DE
,Michael Tregor,DE
,Michael Trischan,DE
,Michael Winterbottom,GB
,Michael Wittenborn,DE
,Michael Wright,GB
,Michaël Youn,FR
,Michale Boganim,FR
,Michela Andreozzi,IT
,Michela Cescon,IT
,Michelangelo Frammartino,IT
,Michel Aumont,FR
,Michel Blanc,FR
,Michel Bompoil,FR
,Michel Boujenah,FR
,Michel Bouquet,FR
,Michel Charrel,FR
,Michel Crémadès,FR
,Michel Cymes,FR
,Michel Denisot,FR
,Michel Drenthe,CW
,Michel Drucker,FR
,Michel Duchaussoy,FR
,Michèle Bernier,FR
,Michele Di Mauro,IT
,Michele Dotrice,GB
,Michele Foresta,IT
,Michèle Laroque,FR
,Michel Elias,FR
,Michele Mally,IT
,Michele Mirabella,IT
,Michèle Moretti,FR
,Michele Placido,IT
,Michele Riondino,IT
,Michele Rovini,IT
,Michele Soavi,IT
,Michele Vannucci,IT
,Michel Fau,FR
,Michel Favory,FR
,Michel Forst,FR
,Michel Galabru,FR
,Michel Gohou,CI
,Michel Hazanavicius,FR
,Michel Houellebecq,FR
,Micheline Presle,FR
,Michel Jonasz,FR
,Michel Leclerc,FR
,Michelle Collins,GB
,Michel Leeb,FR
,Michelle Fairley,UK
,Michelle Margetts,US
,Michelle Marquais,FR
,Michelle Pfeiffer,US
,Michel Lerousseau,FR
,Michelle Yeoh,MY
,Michel Masiero,FR
,Michel Munz,FR
,Michel Ocelot,FR
,Michel Piccoli,FR
,Michel Pinçon-Charlot,FR
,Michel Robin,FR
,Michel Serrault,FR
,Michel Subor,FR
,Michel Vuillermoz,FR
,Michel Warschawski,IL
,Mickey Rourke,US
,Mick Harvey,AU
,Mick Jagger,GB
,Mick Jones,GB
,Micky Molina,ES
,Miglen Mirtchev,FR
,Miglen Mirtchev,BG
,Mignon Remé,DE
,Miguel Alexandre,PO
,Miguel Ángel Calvo Buttini,ES
,Miguel Ángel Jenner,ES
,Miguel Ángel Jiménez,ES
,Miguel Ángel Muñoz,ES
,Miguel Ángel Solá,AR
,Miguel Ángel Tirado,ES
,Miguel Ángel Tobías,ES
,Miguel Ángel Vivas,ES
,Miguel-Ange Sarmiento,FR
,Miguel Berzal de Miguel,ES
,Miguel Borines,ES
,Miguel Cárdenas,
,Miguel Ferrari,VE
,Miguel Guardiola,ES
,Miguel Marías,ES
,Miguel Martí,ES
,Miguelo García,ES
,Miguel Piñeiro,ES
,Miguel Rellán,ES
,Miguel Riaño Roa,ES
,Miguel Ríos,ES
,Miguel Soto,
,Mihaela Mihai,RO
,Mihaela Miroiu,RO
,Mihaela Popescu,RO
,Mihai Călin,RO
,Mihai Constantinescu,RO
,Mihai Dinvale,RO
,Mihai Mălaimare,RO
,Mihai Sofronea,RO
,Mihály Schwechtje,HU
,Mihály Sipos,HU
,Mihály Víg,HU
,Mika Gianotti,FR
,Mike Christie,GB
,Mike Davies,UK
,Mike Edmonds,GB
,Mike Figgis,GB
,Mikel Laskurain,ES
,Mike Marzuk,DE
,Mike Newell,GB
,Mike Phelan,GB
,Mike Pickering,GB
,Mike Schaerer,CH
,Mikey Murray,GB
,Mikhaël Hers,FR
,Mikhail Gorbachev,RU
,Mikhail Voloshin,US
,Miki Manojlović,RS
,Mikis Theodorakis,GR
,Mikkey Dee,SE
,Miklós Bács,HU
,Miklós Bács,RO
,Miklós Galla,HU
,Miklós Paizs,HU
,Miklós Székely B.,HU
,Milena Vukotic,IT
,Millán Salcedo,ES
,Milorad Kristić,HU
,Milorad Kristić,RS
,Milvia Marigliano,IT
,Mimi Hillairet,
,Mimi Maynard,US
,Mimis Ravanis,RO
,Mimma Lovoi,IT
,Mimmo Calopresti,IT
,Mimmo Mancini,IT
,Mimmo Mignemi,IT
,Mimmo Paladino,IT
,Mimmo Verdesca,IT
,Minnie Marx,GB
,Mioara Ifrim,RO
,Miodrag Mladenović,RS
,Miou-Miou,FR
,Mipo Oh,JP
,Miquel Barceló,ES
,Miquel Gelabert,ES
,Miquel Insúa,ES
,Miquel Insúa,ES
,Miranda Richardson,GB
,Mircea Andreescu,RO
,Mircea Baniciu,RO
,Mircea Bibac,RO
,Mircea Rusu,RO
,Mireia Ros,ES
,Mireia Sentís,ES
,Mireille Perrier,FR
,Mirela Gorea,RO
,Miriam Bliese,DE
,Miriam Díaz Aroca,ES
,Miriam Margolyes,GB
,Miriam Margolyes,AU
,Mirko Artuso,IT
,Mirko Locatelli,IT
,Mirko Sotgiu,IT
,Miro Magariños,ES
,Miron Zownir,DE
,Misha Kreuz,DE
,Mitchell Crawford,
,Mitchell Mullen,US
,Mitu Misra,GB
,Mo Fini,IR
,Mohamed Djouhri,DE
,Mohamed Fellag,DZ
,Mohamed Fellag,FR
,Mohamed Hamidi,DZ
,Mohammad Ahmad,PK
,Mohammad-Ali Behboudi,IR
,Mohammed Lakhdar-Hamina,DZ
,Moin Hussain,GB
,Moisés Salama,ES
,Molly Dineen,GB
,Mona Achache,FR
,Mona Nicoară,RO
,Moni Bordeianu,RO
,Monica Assante,IT
,Monica Bellucci,IT
,Monica Dugo,IT
,Monica Guerritore,IT
,Mónica Randall,ES
,Monica Scattini,IT
,Monica Solem,UK
,Monica Stan,RO
,Monica von Rosen Nestler,DE
,Monika Agler,DE
,Monika Baumgartner,DE
,Monika Borgmann,DE
,Monika Gutte,DE
,Monika Manz,DE
,Monika Steinmetz,DE
,Monika Treut,DE
,Monique Chaumette,FR
,Monique Chemillier-Gendreau,FR
,Monique Pinçon-Charlot,FR
,Monique Reuter,LU
,Monique Schneider,FR
,Montse Bodas,ES
,Montse Ribadellas,ES
,Montxo Armendáriz,ES
,Monty Arnold,DE
,More Raca,
,Morgan Freeman,US
,Morgan Matthews,GB
,Morgan Spillemaecker,FR
,Moritz Bleibtreu,DE
,Morten Harket,NO
,Mouloud Achour,DZ
,Moussa Maaskri,DZ
,Murali Vidhyadharan,IN
,Murielle Magellan,FR
,Muriel Robin,FR
,Murray McArthur,GB
,Murray Melvin,GB
,Musaab Mustafa,GB
,Mylène Demongeot,FR
,Mylène Farmer,FR
,Myra McFayden,
,Myriam Boyer,FR
,Nacho Cano,ES
,Nacho G. Velilla,ES
,Nacho Marraco,ES
,Nacho Serapio,ES
,Nadav Lapid,IL
,Nadège Loiseau,FR
,Nadège Trebal,FR
,Nadia Barentin,FR
,Nadia Kozlowski Bourgade,FR
,Nadine Heinze,DE
,Nae Alexandru,RO
,Naël Marandin,FR
,Nafsika Guerry-Karamaounas,CH
,Nahuel Lopez,DE
,Nana Mouskouri,GR
,Nana Neul,DE
,Nancy Brilli,IT
,Nancy Camaldo,IT
,Nancy Ozelli,US
,Nando Martínez,ES
,Nando Paone,IT
,Nándor Holl,HU
,Nándor Lőrincz,HU
,Nannette Klatt,US
,Nanni Moretti,IT
,Nanou Garcia,FR
,Nans Thomassey,FR
,Nap Toader,RO
,Naruna Kaplan de Macedo,FR
,Nasser Memarzia,GB
,Nastassja Kinski,DE
,Natalia Bobyleva,RU
,Natalia Casali,
,Natalia Sinelnikova,RU
,Natalino Balasso,IT
,Natasha Parry,UK
,Nathalie Baye,FR
,Nathalie Besançon,FR
,Nathalie Boutefeu,FR
,Nathalie Cerda,FR
,Nathalie Delon,FR
,Nathalie Nattier,FR
,Nathalie Richard,FR
,Nathan Ambrosioni,FR
,Nathan Cogan,IE
,Nathaniel Hlimi,FR
,Nathaniel Parker,GB
,Nathan Silver,US
,Natja Brunckhorst,DE
,Natxo Leuza,ES
,Navot Papushado,IL
,Nayef Rashed,GB
,Ndeye Khady Sy,SN
,Ned Dennehy,IE
,Ned Dennehy,IR
,Neele Leana Vollmar,DE
,Neil Jordan,IE
,Neil Morrissey,GB
,Neithardt Riedel,DE
,Nela Bartsch,DE
,Nelė Savičenko,LT
,Nello Correale,IT
,Nello Mascia,IT
,Nello Mascia,IT
,Nelly Borgeaud,FR
,Nelson Mandela,ZA
,Nelu Tîrnovan,RO
,Nely Reguera,ES
,Nene Grignaffini,IT
,Neri Marcorè,IT
,Neri Marcorè,IT
,Neri Parenti,IT
,Nesrin Samdereli,DE
,Nessim Chikhaoui,FR
,Nete Mann,DE
,Neus Agulló,ES
,Neville Southall,GB
,Niall Cusack,IE
,Niamh Cusack,IE
,Niccolò Castelli,CH
,Niccolò Celaia aka Younuts,IT
,Niccolò Falsetti,IT
,Nicholas Farrell,GB
,Nicholas Jones,GB
,Nicholas Rowe,GB
,Nicholas Vince,DE
,Nicholas Woodeson,GB
,Nick Cave,AU
,Nick Cohen,GB
,Nick Dunning,IE
,Nick Mason,GB
,Nick Moorcroft,GB
,Nick Moran,GB
,Nick Nevern,GB
,Nick Nolte,US
,Nick Rhodes,GB
,Nick Rowland,GB
,Nick Wilton,GB
,Nick Winston,GB
,Nicky Marbot,FR
,Nico Cirasola,IT
,Nicodim Ungureanu,RO
,Nicola Abbatangelo,IT
,Nicola Di Pinto,IT
,Nicolae Mărgineanu,RO
,Nicolae Urs,RO
,Nicola Graef,DE
,Nicola Hens,DE
,Nicolai Niemann,DE
,Nicolai Tegeler,DE
,Nicola Lanza,IT
,Nicola Prosatore,IT
,Nicola Rignanese,IT
,Nicolas Baby,FR
,Nicolas Bedos,FR
,Nicolas Benamou,FR
,Nicolas Boukhrief,FR
,Nicolas Briançon,FR
,Nicolas Brown,GB
,Nicolas Contant,FR
,Nicolas Cuche,FR
,Nicolás Gauthier,
,Nicolas Giraud,FR
,Nicolas Hulot,FR
,Nicolas Klotz,FR
,Nicola Sloane,GB
,Nicolas Marié,FR
,Nicolas Maury,FR
,Nicolás Muñoz Avia,ES
,Nicolás Pacheco,ES
,Nicolas Pariser,FR
,Nicolas Pleskof,FR
,Nicolas Silberg,FR
,Nicolas Vanier,FR
,Nicolas Vaude,FR
,Nicolas Wadimoff,CH
,Nicole Calfan,FR
,Nicole Croisille,FR
,Nicole De Leo,IT
,Nicole Garcia,FR
,Nicole Gueden,FR
,Nicole Heesters,DE
,Nicole Kidman,AU
,Nicoletta Braschi,IT
,Nicoletta Maragno,IT
,Nicolette Krebitz,DE
,Nicu Covaci,RO
,Nida Manzoor,GB
,Niels Arestrup,FR
,Nigel Barber,IE
,Nigel Goldsack,GB
,Nigel Hastings,GB
,Nikias Chryssos,DE
,Nile Rodgers,US
,Nilo Sciarrone,IT
,Nils Tavernier,FR
,Nina Cassian,RO
,Nina Garcia,ES
,Nina Kastrof,UA
,Nina Petri,DE
,Nina Stratford,GB
,Nine Antico,FR
,Nini Salerno,IT
,Ninni Bruschetta,IT
,Nino Frassica,IT
,Nino Scardina,IT
,Nirit Sommerfeld,IS
,Nirmal Rishi,IN
,Niseema Theillaud,FR
,Nobuhiro Suwa,JP
,Nobuyoshi Araki,JP
,Noel Cleary,AU
,Noelia Noto,AR
,Noëlle Renaude,FR
,Noémie Lefort,FR
,Noémie Lvovsky,FR
,Nohely Arteaga,VE
,Noko,GB
,Nora Agapi,RO
,Nora Fingscheidt,DE
,Nora Guthrie,US
,Nora Haddad,ES
,Nora Haddad,AD
,Nóra Lakos,HU
,Nora Martirosyan,AM
,Norbert Hähnel,DE
,Norbert Lechner,DE
,Norbert Növényi,HU
,Norberto Ramos del Val,ES
,Norma Marcos,PS
,Norman Hacker,AT
,Norman Jay,GB
,Norman MacArthur,
,Nouza Skalli,MA
,Nuami Dinescu,RO
,Nunzia De Stefano,IT
,Nunzia Schiano,IT
,Nunzio Rotondo,IT
,Núria Espert,ES
,Nuria González,ES
,Nuria Vargas Rivas,ES
,Nurith Aviv,IL
,Nurith Aviv,FR
,Oana Pellea,RO
,Oana Ștefănescu,RO
,Océan,FR
,Octav Chelaru,RO
,Octavian Strunilă,RO
,Octavio Guerra,ES
,Octavio Lasheras,ES
,Oda Thormeyer,DE
,Odette Laure,FR
,Odile Mallet,FR
,Ödön Rubold,HU
,Olaf Müller,DE
,Olaf Scholz,DE
,Olaf Schubert,DE
,Olatz Beobide,ES
,Oleg Stefan,UA
,Oleg Tkachyov,BY
,Olek Krupa,PL
,Olga Mansilla,ES
,Olga Osorio,ES
,Oliver Breite,DE
,Oliver Dickinson,FR
,Oliver Doran,FR
,Oliver Haffner,DE
,Oliver Hermanus,ZA
,Oliver Hirschbiegel,DE
,Oliver Kalkofe,DE
,Oliver Korittke,DE
,Oliver Kracht,DE
,Óliver Laxe,ES
,Oliver Masucci,DE
,Oliver Murray,GB
,Oliver Nägele,DE
,Oliver Parker,GB
,Oliver Reaza,ES
,Oliver Sauer,DE
,Oliver Schwabe,DE
,Oliver Schwehm,DE
,Oliver Stone,US
,Oliver Törner,DE
,Olivier Afonso,FR
,Olivier Assayas,FR
,Olivier Babinet,FR
,Olivier Baroux,FR
,Olivier Breitman,FR
,Olivier Broche,FR
,Olivier Claverie,FR
