person_id,person_name,birth_year,death_year,gender
 ,Patrick Bonnel,1953,,M
 ,Patrick Bosso,1962,,M
 ,Patrick Bouchitey,1946,,M
,Patrick Braoudé,1954,,M
 ,Patrick Bruel,1959,,M
 ,Patrick Cassir,,,M
 ,Patrick Catalifo,1957,,M
 ,Patrick Chesnais,1947,,M
 ,Patrick d'Assumçao,1959,,M
 ,Patrick Descamps,1956,,M
,Patrick Drury,1945,,M
,Patrick Hastert,1959,,M
 ,Patrick Hongniat,,,M
 ,Patrick Ligardes,1962,,M
,Patrick McEnroe,1966,,M
 ,Patrick-Mario Bernard,1961,,M
 ,Patrick Paroux,1952,,M
,Patrick Pelloux,1963,,M
 ,Patrick Poivre d'Arvor,1947,,M
 ,Patrick Puzenat,,,M
,Patrick Rocca,1947,,M
,Patrick Romer,,,M
,Patrick Sobelman,1956,,M
,Patrick Stewart,1940,,M
 ,Patrick Timsit,1959,,M
 ,Patrik Cottet-Moine,1964,,M
 ,Patrizia Gattaceca,1957,,F
 ,Patrizia La Fonte,1956,,F
 ,Patrizia Pellegrino,1961,,F
,Patti Smith,1946,,F
,Patty Smyth,1957,,F
,Patxi Bisquert,1952,,M
,Patxi Santamaría,1959,,M
,Patxi Uriz,1964,,M
,Patxo Telleria,1960,,M
,Pau Durà,1972,,M
,Pau Faus,1974,,M
,Paul Andrew Williams,1973,,M
,Paul Bandey,1956,,M
,Paul Barber,1951,,M
 ,Paul Verhoeven,1938,,M
,Paul Whitehouse,1958,,M
,Paul Wolff-Plottegg,1950,,M
,Paula Cons,1976,,F
,Paula Knüpling,1995,,F
,Paula Ortiz,1976,,F
,Paulette Frantz,1929,2022,F
,Paulette Victor Lifton,1958,,F
,Pauline Collins,1940,,F
,Paulus Manker,1958,,M
,Pavel Nový,1948,,M
,Paz Jiménez,1977,,F
,Peace Osigbe,,,M
,Peadar Cox,,,M
,Pedro Almodóvar,1949,,M
,Pedro Álvarez-Ossorio,1945,,M
,Pedro B. Abreu,1983,,M
,Pedro Ballesteros,,,M
,Pedro Casablanc,1963,,M
,Pedro Civera,1941,,M
,Pedro Collantes,1980,,M
,Pedro G. Romero,1964,,M
,Pedro Mari Sánchez,1954,,M
,Pedro Miguel Martínez,1949,,M
,Pedro Olea,1938,,M
,Pedro Pérez Rosado,1953,,M
,Pedro Ruiz,1947,,M
,Pedro Subijana,1948,,M
,Peer Jäger,1943,,M
,Peer Martiny,1958,,M
,Peio Arnáez,1959,,M
,Penelope Wilton,1943,,F
,Penny Arcade,1950,,F
,Penny Ryder,,,F
,Pep Anton Gómez,1966,,M
,Pep Cruz,1948,,M
,Pep Jové,1955,,M
 ,Paul Barge,1941,,M
 ,Paul Blain,1960,,M
 ,Paul Borne,1959,,M
,Paul Butterworth,,,M
,Paul Cassel,1967,,M
,Paul Chiribuță,1949,,M
,Paul Duddridge,1966,,M
,Paul Dugdale,1980,,M
,Paul Faßnacht,1949,,M
,Paul Freeman,1943,,M
,Paul Gross,1959,,M
,Paul Guilfoyle,1949,,M
,Paul Hartmann,,,M
,Paul Hipp,1963,,M
,Paul Hyett,,,M
,Paul Kaye,1965,,M
,Paul King,1978,,M
,Paul Lapidus,,,M
,Paul Lavers,1950,,M
 ,Paul Le Person,1931,,M
,Paul Leonard,,,M
 ,Paul Manate,,,M
,Paul McCartney,1942,,M
,Paul McGann,1959,,M
,Paul McGrath,1959,,M
,Paul McGuigan,1963,,M
,Paul Middleton,,,M
,Paul Morrison,1944,,M
,Paul Negoescu,1984,,M
,Paul Robinson,,,M
,Paul Rumsey,1956,,M
,Paul Simonon,1955,,M
,Paul Urkijo Alijo,1984,,M
 ,Paul Vecchiali,1930,2023,M
 ,Pepa López,1953,,F
,Pepe Dámaso,1933,,M
,Pepe Danquart,1955,,M
,Pepe Quero,1960,,M
,Pepe Salas,1937,2020,M
,Pepe Viyuela,1963,,M
,Pepón Nieto,1967,,M
 ,Pep Munné,1953,,M
,Pep Ricart,1961,,M
,Pep Sais,1951,,M
,Pep Sarrà,,,M
,Pep Tosar,1961,,M
 ,Peppeddu Cuccu,1958,,M
,Per Tofte,1935,,M
,Pere Marzo,,,M
,Pere Ponce,1964,,M
,Pere Puigbert,1983,,M
,Pernilla August,1958,,F
 ,Peppe Lanzetta,1956,,M
 ,Peppe Servillo,1960,,M
 ,Perrine Michel,1977,,F
,Perry Benson,1961,,M
,Perry Friedman,1968,2024,M
,Pete Jones,,,M
,Pete Thomas,,,M
,Peter Aaby,1944,,M
,Peter Altmann,1973,,M
,Péter Andorai,1948,2020,M
,Peter Badstübner,1959,,M
,Péter Barbinek,1949,,M
,Peter Benedict,1963,,M
,Péter Bergendy,1964,,M
,Peter Bowles,1936,2022,M
,Peter Brachschoss,1957,,M
,Peter Brombacher,1961,,M
,Peter Capaldi,1958,,M
,Peter Cattaneo,1964,,M
,Peter Chelsom,1956,,M
,Peter Cieslinski,1953,,M
,Peter Clös,1956,,M
,Peter Compton,,,M
 ,Peter Coyote,1941,,M
,Peter Davison,1951,,M
,Péter Dóczy,1957,,M
 ,Peter Dourountzis,,,M
,Péter Eötvös,1944,2024,M
,Péter Erdei,,,M
,Peter Evers,,,M
,Péter Fazakas,1967,,M
,Peter Fleming,1955,,M
,Peter Forbes,1960,,M
,Péter Forgács,1970,,M
,Peter Frampton,1950,,M
,Peter Franke,1941,,M
,Péter Galambos,1971,,M
,Peter Genkel,,,M
,Péter Gothár,1947,,M
,Peter Guinness,1950,,M
,Peter Guralnick,1943,,M
,Peter Hottinger,1969,,M
,Peter Howson,1958,,M
,Peter Jordan,1967,,M
,Péter Kálloy Molnár,1970,,M
,Peter Keller,,,
,Peter Kelly,1941,2024,M
,Péter Kertész,1943,,M
,Peter Kremer,1958,,M
,Peter Kurth,1957,,M
,Péter Lecső,1969,,M
,Peter Lohmeyer,1962,,M
,Peter Mackie Burns,1967,,M
,Peter Macqueen,,,M
,Peter Maffay,1949,,M
 ,Peter Marcias,1977,,M
,Peter Marinker,1941,,M
,Peter McAllum,1946,,M
,Peter Meister,1987,,M
 ,Peter Mullan,1959,,M
 ,Peter Webber,1968,,M
,Peter Wight,1950,,M
,Peter Wolf,1965,,M
,Peter-René Lüdicke,1957,,M
,Petra Berndt,1965,,F
,Petra Kalkutschke,1961,,F
,Petra Kleinert,1967,,F
,Petra Landers,1962,,F
,Petra Lüschow,,,F
,Petra Marie Cammin,1958,,F
,Petra Martínez,1944,,F
,Petra Nadolny,1960,,F
,Petra Seeger,1979,,F
,Petra Welteroth,1959,,F
,Petra Zieser,1957,,F
,Petre Ghimbășan,1970,,M
,Pétronille Moss,1957,,F
,Phil Davis,1953,,M
,Phil Knight,1938,,M
 ,Phil Tippett,1951,,M
,Philip Barantini,1980,,M
 ,Philip Groening,1959,,M
,Philip Gröning,1959,,M
,Philip Jackson,1948,,M
,Philip Scheffner,1966,,M
,Philipp Eichholtz,1982,,M
,Philipp Fleischmann,1985,,M
,Philipp Jedicke,1977,,M
,Philipp Kadelbach,1974,,M
,Philipp Leinemann,1979,,M
,Philipp Moog,1961,,M
,Philipp Stölzl,1967,,M
,Philippa Lowthorpe,1962,,F
 ,Philippe Beglia,1951,,M
 ,Philippe Borrel,1966,,M
 ,Philippe Brigaud,1935,,M
,Philippe Caroit,1959,,M
 ,Philippe Caubère,1950,,M
 ,Philippe Chevallier,1956,,M
 ,Philippe Chevallier,1956,,M
 ,Philippe Collin,1975,,M
 ,Philippe Corti,1958,,M
 ,Philippe de Chauveron,1965,,M
 ,Philippe Dormoy,1953,,M
 ,Philippe du Janerand,1959,,M
 ,Philippe Duquesne,1965,,M
 ,Philippe Dusseau,,,M
 ,Philippe Faucon,1958,,M
 ,Philippe Fretun,,,M
 ,Philippe Garrel,1948,,M
,Philippe Girard,1958,,M
 ,Philippe Godeau,1961,,M
 ,Philippe Guillard,1961,,M
,Philippe Guilloux,1960,,M
 ,Philippe Harel,1956,,M
 ,Philippe Lacheau,1980,,M
 ,Philippe Lacôte,1969,,M
 ,Philippe Laudenbach,1936,,M
 ,Philippe Le Guay,1956,,M
 ,Philippe Lellouche,1966,,M
 ,Philippe Lemaire,1927,,M
 ,Philippe Leroy,1930,2024,M
 ,Philippe Lespinasse,,,M
,Philippe Magnan,1948,,M
 ,Philippe Magnan,1948,,M
,Philippe Mechelen,,,M
,Philippe Meirieu,1949,,M
,Philippe Mercier,1956,2011,M
 ,Philippe Minyana,1946,,M
 ,Philippe Morier-Genoud,1944,,M
 ,Philippe Nahon,1938,,M
 ,Philippe Noiret,1930,,M
,Philippe Pollet-Villard,1960,,M
 ,Philippe Ramos,1966,,M
 ,Philippe Rebbot,1964,,M
 ,Philippe Résimont,1962,,M
 ,Philippe Rigot,,,M
 ,Philippe Rouyer,1964,,M
 ,Philippe Torreton,1965,,M
 ,Philippe Uchan,1962,,M
 ,Philippe Vieux,1966,,M
 ,Philippe Worms,1958,,M
 ,Philippine Leroy-Beaulieu,1963,,F
,Phillip Gill,,,M
,Phoebe Nicholls,1957,,F
,Phyllis Logan,1956,,F
 ,Phil Marboeuf,,,M
 ,Pia Engleberth,1949,,F
,Pia Lenz,1986,,F
 ,Piera Degli Esposti,1938,2021,F
 ,Pierce Brosnan,1956,,M
 ,Pierfrancesco Campanella,1960,,M
 ,Pierfrancesco Favino,1969,,M
 ,Pier Giorgio Bellocchio,1931,2022,M
 ,Piergiorgio Piccoli,1960,,M
 ,Piergiuseppe Giuffrida,,,M
 ,Piergiuseppe Zaia,,,M
 ,Pierluigi Di Lallo,,,M
 ,Pierluigi Ferrandini,1974,,M
 ,Pier Luigi Mecchia,1965,,M
 ,Piero Maggiò,1964,,M
 ,Piero Marcialis,1948,,M
 ,Piero Pelù,1962,,M
 ,Pierre Abramovici,1955,,M
 ,Pierre-Alain de Garrigues,1959,,M
 ,Pierre Arditi,1944,,M
 ,Pierre Aussedat,1957,,M
,Pierre Barnérias,1965,,M
,Pierre Berriau,1961,,M
 ,Pierre Bosset,,,M
,Pierre Cardin,1922,2020,M
 ,Pierre Carles,1962,,M
 ,Pierre Cassignard,1965,2021,M
 ,Pierre Coré,1969,,M
 ,Pierre Creton,1966,,M
 ,Pierre Deny,1956,,M
,Pierre Dudan,,,M
 ,Pierre Filmon,1970,,M
 ,Pierre Forest,,,M
,Pierre Glénat,1954,,M
 ,Pierre-François Martin-Laval,1968,,M
 ,Pierre Godeau,1986,,M
 ,Pierre-Henri Salfati,1953,,M
 ,Pierre Jolivet,1952,,M
 ,Pierre Laur,1960,,M
 ,Pierre Lemaitre,1951,,M
,Pierre Léon,1959,,M
 ,Pierre Meunier,1957,,M
 ,Pierre Mondy,1925,,M
 ,Pierre-Olivier Scotto,1954,,M
,Piet De Rycker,1957,,M
,Piet Fuchs,1964,,M
 ,Pierre Pinaud,1969,,M
,Pierre Pirol,,,M
,Pierre Pradinas,1955,,M
,Pierre Rabhi,1938,2021,M
 ,Pierre Richard,1934,,M
 ,Pierre Santini,1938,,M
,Pierre Schoeller,1961,,M
 ,Pierre Sénélas,,,M
 ,Pierre Stambul,1950,,M
 ,Pierre Tchernia,1928,,M
 ,Pierre Trividic,1957,,M
 ,Pierre Vaneck,1931,,M
 ,Pierre Vernier,1931,,M
,Pierre Vial,1928,,M
 ,Pierre Westelynck,,,M
 ,Pierre Zellner,1985,,M
 ,Pietra Montercorvino,1962,,F
 ,Pietro Belfiore,1986,,M
 ,Pietro Bontempo,1963,,M
 ,Pietro Castellitto,1991,,M
 ,Pietro De Silva,1954,,M
,Pietro Ditano,,,M
 ,Pietro Laino,1981,,M
 ,Pietro Marcello,1976,,M
 ,Pietro Ragusa,1965,,M
,Pietro Sarubbi,1961,,M
,Pilar Aguilar,1946,,F
,Pilar Miguélez,,,F
,Pilar Ordóñez,1963,,F
,Pilar Pérez Solano,1967,,F
 ,Pim van Lommel,1943,,M
,Pino Ammendola,1951,,M
 ,Pino Calabrese,1955,,M
 ,Pino Mauro,1938,,M
 ,Pino Quartullo,1957,,M
 ,Pinuccio Sinisi,1951,,M
,Piotr J. Lewandowski,1975,,M
,Pippa Haywood,1961,,F
 ,Pippo Delbono,1959,,M
 ,Pippo Franco,1940,,M
 ,Pippo Mezzapesa,1980,,M
,Piro Milkani,1939,,M
,Piter Moreira,,,M
,Plácido Domingo,1941,,M
,Pola Beck,1982,,F
,Polo Menárguez,,,M
,Pope Benedict XVI,1927,2022,M
 ,Porpora Marcasciano,1957,,T
,Portia Simpson Miller,1945,,F
,Pravesh Kumar,,,M
,Predrag Bjelac,1962,,M
,Priscilla Wittman,1957,,F
,Proschat Madani,1967,,M
,Puk Grasten,1986,,F
 ,Pupi Avati,1938,,M
,Pushan Kripalani,,,M
,Qadji Ismayilov,1953,,M
,Qi Zhang,,,
 ,Quarxx,,,M
 ,Quentin Delcourt,1991,,M
 ,Quentin Dupieux,1974,,M
 ,Quentin Reynaud,1982,,M
 ,Quentin Tarantino,1963,,M
,Quimet Pla,1950,,M
 ,Rabah Ameur-Zaïmeche,1966,,M
 ,Rachid Bouchareb,1953,,M
,Radek Wegrzyn,1977,,M
,Radu Bânzaru,1968,,M
,Radu Botar,1963,,M
,Radu Dragomir,1967,,M
,Radu Fetke,1959,,M
,Radu Jude,1977,,M
,Radu Muntean,1971,,M
,Rafa Montesinos,,,M
,Rafael Álvarez 'El Brujo',1950,,M
 ,Rafael Farina Issas,1990,,M
,Rafael Martín,1949,,M
,Rafael Molés,1974,,M
,Rafael Rojas,1961,,M
,Rafael Sánchez Ferlosio,1927,2019,M
,Rafel Ramis,1950,2022,M
 ,Raffaele Minichiello,1949,,M
 ,Raffaele Pisu,1925,2019,M
,Raine Allen-Miller,1989,,F
,Rainer Bock,1954,,M
,Rainer Egger,1960,,M
,Rainer Ewerrien,1960,,M
,Rainer Guldener,1956,,M
,Rainer Kaufmann,1959,,M
,Rainer Laupichler,1957,,M
,Rainer Reiners,1959,,M
,Rainer Sellien,1963,,M
,Rainer Steffen,1943,,M
,Raja Amari,1971,,F
,Rajit Kapoor,1963,,M
,Ralf Dittrich,1949,,M
,Ralf Drexler,1964,,M
,Ralf Harster,1942,,M
,Ralf Komorr,1962,,M
,Ralf Richter,1957,,M
,Ralf Rudolf Moeller,1959,,M
,Ralf Thomsen,,,M
,Ralf Walker,1970,,M
,Ralf Westhoff,1969,,M
,Ralph Arliss,1947,,M
,Ralph Brown,1957,,M
,Ralph Fiennes,1962,,M
,Ralph Gladitz,,,M
,Ralph Herforth,1960,,M
 ,Ralph Palka,1963,,M
,Ralph Riach,1936,2022,M
,Rami Heuberger,1963,,M
,Ramiro A. Calle,1943,,M
,Ramiro Blas,1966,,M
,Ramón Agirre,1949,,M
,Ramón Barea,1949,,M
,Ramon Clotet Sala,,,M
,Ramon Fontserè,1956,,M
,Ramon Laguarta,1963,,M
,Ramón Langa,1959,,M
,Ramón Lluís Bande,1972,,M
,Ramón Salazar,1973,,M
,Ramon Térmens,1974,,M
,Ramon Tikaram,1967,,M
,Ramona Kunze-Libnow,1957,,F
 ,Ramsay Gilderdale,1962,,M
 ,Rana Kazkaz,,,F
,Randa Chahoud,1975,,F
,Raniero Cantalamessa,1934,,M
,Ranulph Fiennes,1944,,M
,Raouf Ben Amor,1946,,M
 ,Raphaël Almosni,,,M
 ,Raphaël Jacoulot,1971,,M
 ,Raphaël Kirgo,,,M
 ,Raphaël Mezrahi,1964,,M
 ,Raphaël Thiéry,1962,,M
 ,Raphaël Thiéry,1962,,M
,Raphaël Vital-Durand,,,M
,Raquel Gómez Troyano,,,F
,Ratko Mladic,1942,,M
,Raúl Capdevila Murillo,,,M
,Raúl Cerezo,1976,,M
,Raúl Rosillo,,,M
,Ravil Isyanov,1962,,M
,Ray Burdis,1958,,M
,Ray Cooper,1942,,M
,Ray Stubbs,1957,,M
,Ray Winstone,1957,,M
,Ray Wise,1947,,M
 ,Raymond Bouchard,1945,,M
,Raymond Hosni,,,M
,Raymond Tarabay,1967,,M
,Răzvan Săvescu,,,M
,Răzvan Vasilescu,1954,,M
 ,Rebecca Basso,,,F
 ,Rebecca Zlotowski,1980,,F
 ,Red Ronnie,1951,,M
,Regina Lamm,1952,,F
,Regina Schulte am Hülse,1949,,F
,Regina Welker,1984,,F
 ,Régine Elmaleh,1940,,F
,Regine Vergeen,1943,,F
 ,Régis Laspalès,1957,,M
 ,Régis Roinsard,1972,,M
 ,Régis Sauder,1970,,M
,Regula Imboden,1966,,F
,Rehana Rose,,,M
,Reimert Ravenholt,,,F
,Reiner Holzemer,1958,,M
,Reiner Krausz,1962,,M
,Reiner Schöne,1942,,M
,Reinhard Kungel,1962,,M
,Reinhard Mahlberg,1959,,M
,Reinhild Dettmer-Finke,1959,,F
,Réka Szabó,1969,,F
,Remedios Malvárez,,,F
 ,Rémi Bezançon,1971,,M
 ,Rémi Cotta,1966,,M
 ,Remo Girone,1948,,M
,Remus Mărgineanu,1938,2022,M
,Rémusz Szikszai,1969,,M
 ,Rémy Girard,1950,,M
 ,Rémy Leboucq,1959,,M
 ,Rémy Roubakha,1958,,M
 ,Renato Carpentieri,1943,,M
 ,Renato Cortesi,1935,,M
 ,Renato De Maria,1958,,M
 ,Renato Pozzetto,1940,,M
 ,Renato Sarti,1952,,M
 ,Renato Scarpa,1939,2021,M
 ,Renaud Cohen,1964,,M
 ,Renaud Rutten,1963,,M
,René Böll,1948,,M
,René Frölke,1978,,M
,René Gebhardt,1981,,M
 ,René Loyon,1948,,M
,René Malleville,1947,2021,M
,Renee Edwards,1962,,F
 ,Renée Le Calm,1918,,F
 ,Renée Soutendijk,1957,,F
 ,Renzo Arbore,1937,,M
 ,Renzo Carbonera,1980,,M
 ,Renzo Rossellini,1941,,M
,Reza Naji,1942,,M
,Rhys Ifans,1967,,M
,Ricardo Darín,1957,,M
,Ricardo Lacámara,,,M
 ,Riccardo Magherini,1958,,M
 ,Riccardo Milani,1958,,M
,Riccardo Pizzuti,1934,,M
 ,Riccardo Polizzy Carbonelli,1961,,M
,Ricci Hohlt,1945,,M
 ,Richard Abibon,1950,,M
 ,Richard Anconina,1953,,M
 ,Richard Berry,1950,,M
,Richard Billingham,1970,,M
 ,Richard Bohringer,1942,,M
,Richard Bremmer,1953,,M
,Richard Campbell,1962,,M
,Richard Cant,1964,,M
,Richard Cordery,1950,,M
,Richard Cunningham,1967,,M
 ,Richard Dreyfuss,1947,,M
,Richard Durden,1944,,M
,Richard E. Grant,1957,,M
,Richard Eyre,1943,,M
 ,Richard Fréchette,1955,,M
,Richard Heap,,,M
,Richard Hope,1953,,M
,Richard Huber,1959,,M
,Richard Jutras,1961,,M
,Richard Loncraine,1946,,M
,Richard McCabe,1960,,M
 ,Richard Minier,1969,,M
,Richard Ray Whitman,1949,,M
,Richard Roxburgh,1962,,M
,Richard Sammel,1960,,M
,Richard Syms,1943,,M
,Richard Waugh,1961,,M
,Richy Müller,1955,,M
,Rick Minnich,1968,,M
,Rick Ostermann,1978,,M
 ,Rickey Portera,1954,,M
,Ricky Gervais,1961,,M
 ,Ricky Memphis,1968,,M
,Ricky Tomlinson,1939,,M
,Rike Eckermann,1964,,F
,Rikki Beadle Blair,1961,,M
 ,Rino Barillari,1945,,M
,Rita Feldmeier,1954,,M
,Rita Russek,1952,,F
,Rita Tushingham,1942,,F
,Ritesh Batra,1979,,M
,Rivka Michaeli,1938,,F
,Rob Brydon,1965,,M
,Rob Paulsen,1956,,M
,Rob Sloman,1976,,M
,Robbie Fraser,1973,,M
,Robbie Moffat,1954,,M
,Robbie Vondenhoff,,,
,Robert Abirached,1930,2021,M
,Robert B. Bruce,,,M
,Robert Bahar,1975,,M
,Robert Bohrer,1979,,M
,Róbert Bolla,1955,,M
 ,Roberta Fiorentini,1948,2019,F
 ,Roberta Fossile,,,F
 ,Roberta Lena,1963,,F
,Roberta Taylor,1948,2024,F
 ,Roberta Torre,1962,,F
,Roberta Wallach,1955,,M
 ,Robert Cantarella,1957,,M
,Robert Carlyle,1961,,M
,Robert Cavanah,1965,,M
,Robert Chandler,,,M
 ,Robert Charlebois,1944,,M
 ,Robert Coudray,,,M
 ,Robert Davi,1951,,M
,Robert Daws,1959,,M
 ,Robert De Niro,1943,,M
,Robert Eugen Popa,,,M
 ,Robert F. Spetzler,1944,,M
,Robert Fripp,1946,,M
,Robert Gallinowski,1969,,M
,Robert Glenister,1960,,M
 ,Robert Guédiguian,1953,,M
,Róbert Hermann,1963,,M
 ,Robert Higden,1958,,M
 ,Robert Hossein,1927,2020,M
 ,Robert Kramer,1939,,M
,Róbert Lakatos,1968,,M
,Robert LaSardo,1963,,M
,Robert Llimós,1943,,M
,Robert Malley,1963,,M
,Robert Miller,,,M
,Robert Mullan,,2024,M
,Robert Pickavance,,,M
,Robert Plant,1948,,M
,Robert Porter Templeton,1964,,M
,Robert Pugh,1948,,M
,Robert Reynolds,,,M
 ,Roberto Accornero,1957,,M
 ,Roberto Alagna,1963,,M
,Roberto Álvarez,1956,,M
 ,Roberto Andò,1959,,M
 ,Roberto Benigni,1952,,M
,Roberto Blanco,1937,,M
 ,Roberto Bob Messini,1962,,M
 ,Roberto Bocchi,1953,,M
,Roberto Bueso,1986,,M
 ,Roberto Cannavò,1990,,M
 ,Roberto Citran,1955,,M
 ,Roberto Ciufoli,1960,,M
 ,Roberto D'Agostino,1948,,M
 ,Roberto De Feo,1981,,M
 ,Roberto De Francesco,1964,,M
,Roberto Enríquez,1968,,M
 ,Roberto Frontali,1958,,M
 ,Roberto Gasparro,1975,,M
,Roberto Girault,1976,,M
 ,Roberto Herlitzka,1937,2024,M
,Roberto Lázaro,,,M
,Roberto Leal,1959,,M
 ,Roberto Peroni,1944,,M
 ,Roberto Pruzzo,1955,,M
 ,Roberto Vecchioni,1943,,M
,Robin Colvill,1944,,M
,Robin Gooch,1961,,F
,Robin Herd,1939,2020,M
,Robin Shaw,,,M
,Robin Soans,1947,,M
,Robin Sykes,,,M
,Roc Lafortune,1956,,M
 ,Robert Rollis,1921,,M
,Robert Royal,1940,,M
 ,Robert Salis,1954,,M
,Robert Schwentke,1968,,M
,Robert Thalheim,1974,,M
 ,Robert Willar,1923,,M
 ,Rocco Forte,,,M
 ,Rocco Papaleo,1958,,M
 ,Rocco Papaleo,1958,,M
,Rocío Martín,,,F
,Rocío Mesa,1983,,F
,Rocko Schamoni,1966,,M
,Rod Stewart,1945,,M
,Roddy Bogawa,1962,,M
,Roddy Doyle,1958,,M
,Rodica Mandache,1943,,F
,Rodica Negrea,1956,,F
 ,Rodolfo Bisatti,1960,,M
 ,Rodolfo Laganà,1957,,M
,Rodolphe Burger,1957,,M
 ,Rodolphe Lauga,,,M
,Rodrig Andrisan,1958,,M
,Rodrigo Bazzano,,,M
,Rodrigo Sorogoyen,1981,,M
,Roger Ahston-Griffiths,1957,,M
,Roger Alborough,1953,,M
,Roger Allam,1953,,M
,Roger Andrew Taylor,1960,,M
,Roger Ashton-Griffiths,1957,,M
 ,Roger Cornillac,1939,,M
 ,Roger Dumas,1932,,M
,Roger Goldby,,,
 ,Roger Ibáñez,1931,,M
,Roger Michell,1956,2021,M
 ,Roger Mirmont,1946,,M
,Roger Taylor,1949,,M
 ,Roger Van Hool,1940,2023,M
,Roger Waters,1943,,M
,Roland Baier,1954,,M
 ,Roland Bertin,1930,,M
 ,Roland Blanche,1943,,M
,Roland Düringers,1963,,F
,Roland Florstedt,1953,,M
,Roland Geck,,,M
,Roland Gelhausen,1959,,M
 ,Roland Giraud,1942,,M
 ,Roland Gori,1943,,M
,Roland Klick,1939,,M
,Roland Marchisio,1960,,M
 ,Roland Nurier,,,M
,Roland Rába,1974,,M
,Roland Reber,1954,2022,M
,Roland Stone,1965,,M
 ,Rolando Ravello,1969,,M
,Rolf Becker,1935,,M
,Rolf Berg,1957,,M
,Rolf Kanies,1957,,M
,Rolf Lambert,,,M
,Rolf Lassgård,1955,,M
,Rolf Peter Kahl,1970,,M
 ,Romain Cogitore,1985,,M
,Romain Gavras,1981,,M
 ,Romain Goupil,1951,,M
 ,Romain Quirot,1985,,M
 ,Romain Saudubois,,,M
,Román Gubern,1934,,M
,Roman Kuhn,1957,,M
 ,Roman Polanski,1933,,M
,Romane Bohringer,1973,,F
 ,Romane Gueret,,,F
 ,Romano Talevi,1957,,M
,Romanus Fuhrmann,1963,,M
,Romola Garai,1982,,F
,Romolo Guerrieri,1931,,M
 ,Romuald Andrzej Klos,1956,,M
,Romy Haag,1951,,F
 ,Romy Trajman,,,F
,Ron Cook,1948,,M
,Ron Livingstone,1967,,M
,Ron Scalpello,,,M
 ,Ronald Guttman,1952,,M
,Ronald Pickup,1940,2021,M
 ,Ronan Le Page,1976,,M
,Ronnie Wood,1947,,M
,Ronny Trocker,1978,,M
 ,Rony Kramer,1960,,M
,Rosa Álvarez,1950,,F
,Rosa Enskat,1967,,F
,Rosa León,1951,,F
,Rosa María Calaf,1945,,F
,Rosa Maria Sardà,1941,2020,F
,Rosa Márquez,,,F
,Rosa Montero,1951,,F
,Rosa Regàs,1933,2024,F
,Rosa Torres Pardo,1960,,F
,Rosa Valiente,,,F
,Rosa Villacastín,1947,,F
,Rosa von Praunheim,1942,,T
 ,Rosalba Bologna,1957,,F
,Rosalía Omil,,,F
 ,Rosalia Porcaro,1966,,F
 ,Rosalina Neri,1932,,F
,Rosana Pastor,1960,,F
 ,Rosanna Arquette,1959,,F
,Rosanna Lowe,,,F
 ,Rosaria De Cicco,1958,,F
 ,Rosario Errico,,,M
,Rosario Lara,1956,,F
,Rosario Ortega,,,F
,Rosario Pardo,1959,,F
 ,Rosario Scandura,,,M
 ,Roschdy Zem,1965,,M
 ,Roselyne de Nobili,,,F
,Rosemary Blakeley,,,F
,Rosemary Henderson,1961,,F
,Rosendo Mercado,1954,,M
,Rosi Troyano Díaz,,,F
,Rosie Flores,1950,,F
,Rosita Amores,1938,,F
,Ross Boyask,,,M
 ,Rossella Canaccini,1953,,F
 ,Rossy de Palma,1964,,F
,Roswitha Selle,1962,,F
,Rowan Atkinson,1955,,M
,Rowe David McClelland,,,M
,Roy Andersson,1943,,M
,Roy Sampson,1944,,M
,Rozanne Colchester,1922,2016,F
,Rubén Abruña,,,M
 ,Ruben Alves,1980,,M
,Rubin Stein,1982,,M
,Rudi Gaul,1982,,M
,Rüdiger Vogler,1942,,M
,Rüdiger Wendt,,,
,Rudolf Kowalski,1948,,M
,Rudolf Krause,1964,,M
,Rudolph Ghevondyan,1952,2019,M
,Rudy Chernicoff,1945,,M
 ,Rufus,1942,,M
 ,Ruggero Deodato,1939,2022,M
 ,Ruggero Raimondi,1941,,M
,Rupert Everett,1959,,M
,Rupert Goold,1972,,M
,Rupert Vansittart,1958,,M
,Rusell Biles,,,M
,Russell Owen,,,M
 ,Rutger Hauer,1944,,M
,Ruth Bickelhaupt,1921,2022,F
,Ruth Elkrief,1960,,F
,Ruth McCabe,,,F
,Ruth Olshan,1970,,F
,Ruth Paxton,,,F
,Ruth Rosenfeld,1920,1991,F
,Ruth Sheen,1950,,F
,Ruxandra Ghițescu,1981,,F
,Ryan Andrew Hooper,1984,,M
,Ryan Hendrick,1984,,M
,S.A. Halewood,1965,,F
 ,Saadia Bentaïeb,1956,,F
 ,Sabina Fedeli,1956,,F
 ,Sabine Azéma,1949,,F
,Sabine Barth,1966,,F
,Sabine Herpich,1973,,F
,Sabine Lamby,1966,,F
,Sabine Michel,1971,,F
,Sabine Rückert,1961,,F
,Sabine Vitua,1961,,F
,Sabine Wackernagel,1947,,F
,Sabine Winterfeldt,1966,,F
,Sabrina Sarabi,1982,,F
 ,Sacha Bourdo,1962,,M
,Sadia Saeed,,,F
,Sadie Frost,1965,,F
 ,Safy Nebbou,1968,,M
,Saïd Amadis,1946,,M
,Saïd El Mouden,1962,,M
,Salha Nasraoui,1953,,F
