film_id,nat_title,eng_title,director,release_type,release_date,film_type,Close viewing?,,,,,,,,,,,,,,,,,,
IT2020_015,Lasciami andare,,Stefano Mordini,THE,10/08/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_016,Lockdown all'italiana,,Enrico Vanzina,THE,15/10/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_017,Burraco fatale,,Giuliana Gamba,THE,10/01/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_018,Favolacce,,"Damiano D'Innocenzo, Fabio D'Innocenzo",THE,15/06/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_019,"Paolo Conte, via con me",,Giorgio Verdelli,THE,28/09/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_020,I predatori,,Pietro Castellitto,THE,22/10/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_021,Mai per sempre,,Fabio Massa,THE,08/06/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_022,Il caso Pantani - L'omicidio di un campione,,Domenico Ciolfi,THE,10/12/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_023,Villetta con ospiti,,Ivano De Matteo,THE,30/01/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_024,Lontano lontano,,Gianni Di Gregorio,THE,20/02/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_025,Creators: The Past,,Piergiuseppe Zaia,THE,10/08/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_026,Il ladro di giorni,,Guido Lombardi,THE,02/06/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_027,Il grande passo,,Antonio Padovan,THE,20/08/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_028,Cosa sarà,,Francesco Bruni,THE,24/10/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_029,Assandira,,Salvatore Mereu,THE,09/09/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_030,Il delitto Mattarella,,Aurelio Grimaldi,THE,07/02/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_031,Picciridda - Con i piedi nella sabbia,,Paolo Licata,THE,03/04/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_032,Ammen,,Ciro Villano,THE,07/02/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_033,Gli anni amari,,Andrea Adriatico,THE,07/02/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_034,L'agnello,,Mario Piredda,THE,03/05/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_035,Siberia,,Abel Ferrara,THE,20/08/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_036,Si muore solo da vivi,,Alberto Rizzi,THE,23/06/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_037,Fellini degli spiriti,,Selma Dell'Olio,THE,31/08/2020,D,,,,,,,,,,,,,,,,,,,
IT2020_038,7 ore per farti innamorare,,Giampaolo Morelli,THE,15/06/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_039,Palazzo di giustizia,,Chiara Bellosi,THE,22/10/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_040,Il Drago di Romagna,,Gerardo Lamattina,THE,28/01/2020,D,,,,,,,,,,,,,,,,,,,
IT2020_041,Il Ladro di Cardellini,,Carlo Luglio,THE,15/07/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_042,Sulle mie spalle,,Antonello Belluco,THE,24/09/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_043,La volta buona,,Vincenzo Marra,THE,07/02/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_044,Permette? Alberto Sordi,,Luca Manfredi,THE,24/02/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_045,La vacanza,,Enrico Iannaccone,THE,09/03/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_046,The Lion Rock,,Rosario Scandura,THE,18/02/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_047,Buio,,Emanuela Rossi,THE,18/06/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_048,Nevia,,Nunzia De Stefano,THE,16/07/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_049,La Verità Su La Dolce Vita,,Giuseppe Pedersoli,THE,15/09/2020,D,,,,,,,,,,,,,,,,,,,
IT2020_050,La partita,,Francesco Carnesecchi,THE,27/02/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_051,Nour,,Maurizio Zaccaro,THE,08/10/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_052,La Val che urla,,Lucia Zanettin,THE,02/06/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_053,Caterina,,Francesco Corsi,THE,15/02/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_054,Magari Resto,,Mario Parruccini,THE,09/10/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_055,Tony Driver,,Ascanio Petrini,THE,07/02/2020,D,,,,,,,,,,,,,,,,,,,
IT2020_056,Il Regno,,Francesco Fanuele,THE,07/03/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_057,Emilio Vedova. Dalla parte del naufragio,,Tomaso Pessina,THE,07/09/2020,D,,,,,,,,,,,,,,,,,,,
IT2020_058,D.N.A.: Decisamente non adatti,,"Claudio Gregori, Pasquale Petrolo",THE,18/06/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_059,Nessun nome nei titoli di coda,,Simone Amendola,THE,08/08/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_060,Al Dio ignoto,,Rodolfo Bisatti,VOD,05/01/2020,D,,,,,,,,,,,,,,,,,,,
IT2020_061,Una storia d'arte,,Marco Pollini,THE,30/01/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_062,Un confine incerto,,Isabella Sandri,THE,10/01/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_063,Un eretico in corsia - a heretic in the ward,,Bruno Di Marcello,THE,15/10/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_064,Lui è mio padre,,Roberto Gasparro,THE,10/09/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_065,Noci sonanti,,"Damiano Giacomelli, Lorenzo Raponi",THE,25/10/2020,D,,,,,,,,,,,,,,,,,,,
IT2020_066,Aylesbury Estate,,Carlotta Berti,FES,18/11/2020,D,,,,,,,,,,,,,,,,,,,
IT2020_067,La mia banda suona il pop,,Fausto Brizzi,THE,20/2/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_068,L'incredibile storia dell'Isola delle rose,,Sydney Sibilia,VOD,12/09/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_069,La vita davanti a sé,,Edoardo Ponti,VOD,13/11/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_070,Last words,,Joanthan Nossiter,FES,05/12/2020,F,,,,,,,,,,,,,,,,,,,
IT2020_071,È per il tuo bene,,Rolando Ravello,VOD,07/02/2020,F,,,,,,,,,,,,,,,,,,,
